date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,status,server1_age,server2_age,server1_ioc,server2_ioc,server1_rank,server2_rank
2017-02-11,6:49:43,Federation Cup,Singles,Federation Cup,16,Katharina Lehnert,Luksika Kumkhum,0,DSSRSRSS;sAss;rRssss;SSSRDS;srSRrR;DSSARDSRSS;rSArsRrR;rSSsDS.RSSrsRSS;DSDSrSSrRsrssRSS;sDRsArsRRSSrSS;RARSrD;RDDsr;srSSS;SrSSrs;RSSRSS;RDSSAS;RSSss;ssSS;RRSsRR.SRssS;SRRRD;AArAS;SSsRS;sSrrSrRr;ssSrS;RSrrR;SRsDSS;rSrRSR,6-2 5-7 6-3,1,F,,02:15:57,,,,PHI,THA,,
2017-02-11,8:00:58,Federation Cup,Singles,Federation Cup,16,Yulia Putintseva,Misaki Doi,0,RSRrssSrRSRsrR;rSrRsSSrsS;RSssS;ssrSs;RrSRssSS;rSsSRrSS;SsSS;rSSrsRrR;RSSSS;SRSSS;sSSrs;SSDRSs;S/Sr/SR/RD/Sr/Sr.RrSsrsSrrSSS;SSSs;rRRR;sRSSrRrSSRsRRSRr;rRsrR;SRsRsS;RRrr;SRSrSS,7-6(4) 6-2,1,F,,02:06:18,,,,KAZ,JPN,,
2017-02-11,9:05:50,Federation Cup,Singles,Federation Cup,16,Daniela Vismane,Agnes Bukta,0,sRSSrrSS;RSssS;SSRRsRRr;SsSS;ssrsRs;RSSRDAsS;SSRSrrrSRr;SSRSs.rSRRSsrR;sRSDsS;SSDRRr;sSSrS;RSSSs;SRRSsRDSSS;RSSSS;RRsrSR;RDsRR,6-2 6-3,1,SF,,01:06:28,,,,LAT,HUN,,
2017-02-11,9:09:14,Federation Cup,Singles,Federation Cup,16,Ines Murta,Jelena Simic,1,ASSrRRSS;SsSs;rSSsS;SrSRSs;RSrSRSRsSs;rsRsSRSrRsSDSrsRSrSRss;RSSRSrSS;RSssS;sSRSs;sSsRrrRR.SrSSS;sRRsRSDR;SRrSRssS;rDSRR;srsSs;RsRRD,4-6 0-6,1,SF,,01:28:34,,,,POR,BIH,,
2017-02-11,9:11:01,Federation Cup,Singles,Federation Cup,16,Heather Watson,Donna Vekic,1,ssSrs;sSDrSDSS;SSRSs;DrSrSR;SSRrSRSS;rsRSRsRSRR;RrSDR;SrsRRSArRr.rrSRAr;ssSrS;ASRSS;SsSrrrRR;srSsS;DSRRD;RsRSRsSs;SRSRSS;rsRSRr;DRrAsSSrrsRR,2-6 4-6,1,SF,,01:20:36,,,,GBR,CRO,,
2017-02-12,11:04:25,Federation Cup,Singles,Federation Cup,8,Aryna Sabalenka,Michaella Krajicek,0,sSSS;rSSrDSsS;SssA;SSSs;RSrRSr;rRSRAsSs;SRssS;RDsSsRrr;SssrS;SSsS;SRSss;rRSSrArsSs;s/rS/Ss/SS/RS/RA/S.SsRRSs;DRSRSSSrSS;SRRSDr;RSSSS;ssSRRrSRrSRr;SRDRSr;RASRRsRSSA;RrSRSr;rARsARRD;SsSRRS,7-6(5) 6-4,1,QF,,01:37:09,,,,BLR,NED,,
2017-02-12,11:09:49,Federation Cup,Singles,Federation Cup,16,Elina Svitolina,Daria Gavrilova,0,SRRsrr;rDrsSsrsRSSs;sSrSRS;rSSrrR;SSsA;RssRss;SSSs;RSrsrR;RssSrs.sSSrS;DDSSSs;DDRD;SSSRS;rRSSSrSS;SSSS;SRrRSD;SsRsS,6-3 6-2,1,QF,,01:11:48,,,,UKR,AUS,,
2017-02-12,12:08:33,Federation Cup,Singles,Federation Cup,16,Elise Mertens,Irina-Camelia Begu,1,DsrrsSSRrR;rSDSRSsrSS;RRRSASSS;rsSSS;SDARsS;ASsDs;SrssrRsS;sssS;sRrDD.DRsSrr;rrRr;SDsSA;SSSS;rSDSSS;SRrrSSSRSs;SRSss;SsSRS;AsSS;SSSs;rrrssr;SSrRsrsrss.DSrSRSrR;RRSSRArSRSRSSs;srSSDS;RSsRrR;sSDRSS;rrSSsS;DRDr;AsArS;srSsRS;RsSrrsRD;sSrRRr;RrsSSRSrSrSS,6-3 5-7 5-7,1,QF,,02:52:16,,,,BEL,ROU,,
2017-02-12,12:39:09,Federation Cup,Singles,Federation Cup,16,Kai-Chen Chang,Ekaterina Makarova,0,RSsSRS;DsRSSS;RSSDRr;rSrRSSSRRSARArrR;srSRrssS;rSSSRRDr;RsrRR;srsRSrSrSs;RRsDSR;ssrSrs.RRSDSsSS;sSSS;SRSSS;RSSSS;sSRSS;SRSRRR;RrSRSSSs;RSSsRDSs;RSSrRr;RSSSS;SrSrRr;SrSrsS,6-4 7-5,1,QF,,01:39:02,,,,TPE,RUS,,
2017-02-12,13:08:12,Federation Cup,Singles,Federation Cup,8,Karolina Pliskova,Garbine Muguruza,0,SRsAA;SsRRSS;sSSrS;srrDR;SRRsRssS;DsSSS;RSSAS;RRrSsSRR.SRDSRSRSSA;RSrSrSRSSrSRSS;SSRSS;RRRsR;DSsss;DrSDr;rADrR;RRRSR,6-2 6-2,1,QF,,01:00:24,,,,CZE,ESP,,
2017-02-12,13:09:42,Federation Cup,Singles,Federation Cup,16,Sara Errani,Daniela Hantuchova,1,RSSsS;DRsSSrsS;RDRSSSRsRR;SSSrRrsS;SSRRSRSRrR;rDrsR;RSRRR;rSASrrSs.SRRRsSRSRR;rsSRRSSS;SRrRsSRSSrRR;ASDrAA;RRrR;rAArsS,2-6 0-6,1,QF,,01:16:52,,,,ITA,SVK,,
2017-02-12,13:11:17,Federation Cup,Singles,Federation Cup,8,Kristina Mladenovic,Timea Bacsinszky,0,DSRSSrsrSRSs;RsSrrSRASS;RSSSs;SSSrrS;RsSRsRrSSRss;SSRsrs;RRSSSS;SRRSSs;SSSrrrSRSS;SrSsS;ASSS;SSSDRS;S/SS/Sr/Sr/SR/Ss.sRRRsSSs;SSrRSs;SRRSRSsS;sssS;rrRr;sssRRS;sRSDrSSs;RRssSs;RssRSs;rSDSRSsS.sSSrRS;rSSSs;rSDSDSARSS;SrRSSRDR;sRRsRSRR;SSrrSrrsRR;SSSS;SsSS;RRrsSSRr;SSSA;RSSrARSS;SrrRr,7-6(4) 4-6 7-5,1,QF,,03:17:03,,,,FRA,SUI,,
2017-02-12,13:26:15,Federation Cup,Singles,Federation Cup,8,Burger C / Rus A,Govortsova O / Lapko V,0,SRDSRSRsSRSrrssS;sSADRs;SSRsS;RSSsS;SRsRSS;SRSDSS;sRrSss;sRSsS;RsrsRR;sRSRrSSS.RsRrsR;RRSRR;rSSAS;SSSS;SRARRR;RSrSSS;rRRSSr;SSsA,6-4 6-2,1,QF,,01:06:04,,,,NED,BLR,,
2017-02-12,14:39:39,Federation Cup,Singles,Federation Cup,8,Lara Arrubarrena-Vecino,Barbora Strycova,0,SRSsRs;SssS;ssRSS;SsrrSs;srSRRsrsrSArrr;RrSRSSRSRr;RRSRR;rRSsrArsRSSRSRSRSS;sRRSSRrSAs;SSSS.DRSSsrSS;SrRRSsRSSS;RSSSs;ssSs;SRDRr;SRASRDSS;RRRSr;rSSrsrsRRSrr;RRSSSrsRSs;SSsrrs,6-4 6-4,1,QF,,01:53:24,,,,ESP,CZE,,
2017-02-12,14:49:39,Federation Cup,Singles,Federation Cup,16,Natalia Vikhlyantseva,Ya-Hsuan Lee,0,Srsss;sRDrSr;SSsrA;RRrSR;RSrRSr;SDDRSR;rSrSSs.SRDRSr;RRSSSs;RSSSs;RsrRr;rDSRSR;SsrARA;rrSrsr;SrrDSsRSSRsRrSSs,6-1 6-2,1,QF,,00:58:03,,,,RUS,TPE,,
2017-02-12,14:59:58,Federation Cup,Singles,Federation Cup,16,Francesca Schiavone,Rebecca Sramkova,1,RRssRSSS;SrSAs;SsRrDr;SsSrrRSS;RSRSRSSs;SrRAAS;rSSSrrrSrR;rsssrs.RrRR;sSsS;rSSss;RAArRSsS;SSsS;rRSsrsSS;RrsrR;rSDRR;rssSS;rsRsSA,2-6 4-6,1,QF,,01:12:55,,,,ITA,SVK,,
2017-02-12,17:01:54,Federation Cup,Singles,Federation Cup,8,Belinda Bencic,Pauline Parmentier,0,RsSsS;SsRrSRrR;SSSs;SRSrSS;sSSS;sSRrRsrSSS;RSSSS;rASsA;SSSRRS.rsAss;sSrSS;SSSDS;SSRrsrRSRSSS;SrASrs;RSssS;SsAS;sSsDrRSS;RDsDSSRR;SSRsrS,6-3 6-4,1,QF,,01:25:33,,,,SUI,FRA,,
2017-02-12,21:09:34,Federation Cup,Singles,Federation Cup,8,Andrea Petkovic,Coco Vandeweghe,0,SDDSrr;RRsSSrrr;srsRSs;srDsss;rSRDSsRR;AsRRrsrr;SsDRsS;rSrsRr;RSssS.sADRrsSrRD;SSsrS;SARSS;SSrRSRSrDSDR;DSrRSsrR;sSSA;sRrDSSSS;SrRRsSRR;RsSsDS;RRDr.sssrs;SSRrRD;SsARA;RSrSRsDR;rRAsSrss;DSRDSSRr,3-6 6-4 6-0,1,QF,,02:12:30,,,,GER,USA,,
2017-02-12,9:10:26,Federation Cup,Singles,Federation Cup,8,Kiki Bertens,Aliaksandra Sasnovich,0,rSrRR;RSSSDS;SrSRSRrr;SrRRR;RsrRSsSRRSrr;RrSDr;SRrRssss;SSsrRA;rSrSARrD.RSRSSS;RSRrr;rDRr;SrSRSA;SRASS;rsRrr;SSRRsRSS;rssAs;SSSDRrDD;ASRDrR,6-3 6-4,1,QF,,01:23:02,,,,NED,BLR,,
