date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,status,server1_age,server2_age,server1_ioc,server2_ioc,server1_rank,server2_rank,server1b,server2b,server1b_age,server2b_age,server1b_ioc,server2b_ioc,server1b_rank,server2b_rank
2016-10-03,11:36:01,Beijing,Doubles,ATP,16,Rohan Bopanna Machanda,Pablo Carreno-Busta,1,rsArSS;RSDRSSS;RrDSSAS;RSSss;ssRSS;RSSSS;SRrASrS;SSSS;SSAA;ArRssDA;SArSrRS;ssDDSS;R/SD/Sr/SS/Sr/s.rRsSRR;RDSSDr;rSSRSS;SsSS;SrAAS;DASRsDS;SSSRs;SASS;SrSSs;RrRsSD,6(3)-7 4-6,1,R16,Hardcourt,01:22:19,,,,IND,ESP,,,Daniel Nestor,Rafael Nadal,,,CAN,ESP,,
2016-10-05,9:55:24,Beijing,Doubles,ATP,16,Mao Xin Gong,Pablo Carreno-Busta,0,sSRRrSs;SRSsS;SSSRA;SRSSS;SSSS;AssrS;sSRsRrS;RDSSSRS;SSRrRsr;ssRSRRR;RDSSrR;SsSs.RSRSSS;sSSS;SsrSs;SASA;rRSRD;SSRrsRS;SrRsrSs;SArrss;SRsRrSr,7-5 6-3,1,QF,Hardcourt,01:20:47,,,,CHN,ESP,,,Ze Zhang,Rafael Nadal,,,CHN,ESP,,
2016-10-13,10:51:04,Shanghai,Doubles,ATP,32,Bob Bryan,Jo-Wilfried Tsonga,1,ssSA;SSrrSDR;SRSsS;SRSRsS;sSSrS;RSSAS;RrSSrr;AARArS;AsSs;rDRSSSr.SArsS;rRRSsSA;SSAS;RSSsS;sRsrDSS;RSSSRRR;SSsrS;RSARSS;RARSSRR;AAsS;sSSS;RSRSrR,4-6 5-7,1,QF,Hardcourt,01:17:50,,,,USA,FRA,,,Mike Bryan,Nenad Zimonjic,,,USA,SRB,,
2016-10-13,13:03:39,Shanghai,Doubles,ATP,32,John Isner,Marc Lopez Tarres,0,SAss;SSss;sDsRss;SSSRS;SrSSS;SSSrA;SSSS;SSrSS;SSrRSRS;SRSSS;RSSSA;SRSRsS;R/SS/sS/SS/SA/SS.SSrSDS;RSrrASS;SrSSs;RSRSRSS;sSRAS;SRsRSS;rRSSSS;DRssAS;RsSRsrR;SsRSRS.R/RS/RS/sS/Rr/Ar/rS/RR/SR,6(4)-7 6-4 10-7,1,QF,Hardcourt,01:34:20,,,,USA,ESP,,,Jack Sock,Feliciano Lopez,,,USA,ESP,,
2016-10-14,10:23:21,Shanghai,Doubles,ATP,32,Henri Kontinen,Jamie Murray,1,RSSDsS;rrSASs;SrrASS;ASSrRS;SRrSSA;rSARSRR;ASSRs;RSSSS;rSSsrA.sSRSS;SSSRrA;sDSAA;SsRSS;SSSS;SRSSRRS;srSSs;sSSS;ssSA;SSAS;SsSDRs;ADAsrs;s/sS/Sr/rs/rs/Ss,3-6 6(4)-7,1,QF,Hardcourt,01:16:29,,,,FIN,GBR,,,John Peers,Bruno Soares,,,AUS,BRA,,
2016-10-14,8:48:46,Shanghai,Doubles,ATP,32,Marin Cilic,Pablo Cuevas,1,SSAS;SsRRSS;SSRSs;rSSRRSS;SSSRS;SASA;SARRrr;RRSRR;SSSS;RSSSs;RRrr;RRRASr;R/SS/RS/rR/SS/rS/S.SSRSA;RRSrsSS;sSSrS;SASS;RAsSS;sSSA;RRSRr;SrArSs;RSrRD,6(5)-7 3-6,1,QF,Hardcourt,01:16:57,,,,CRO,URU,,,Mate Pavic,Marcel Granollers,,,CRO,ESP,,
2016-10-15,12:14:47,Shanghai,Doubles,ATP,32,Bob Bryan,John Isner,0,DRsrR;RSSSA;SsrSS;RSRSsS;SSSS;SSSA;RADRSR;SSAA.SSSS;SssA;AsSs;SSSS;SSss;SASS;SSRRsS;RSARrSA;SSsRS;SRASRA;SASrS;sDAsA;R/AA/Sr/SA/sR,6-2 7-6(2),1,SF,Hardcourt,00:58:53,,,,USA,USA,,,Mike Bryan,Jack Sock,,,USA,USA,,
2016-10-15,7:43:26,Shanghai,Doubles,ATP,32,Henri Kontinen,Marin Cilic,0,rRrSssS;sRSRAS;SrsSS;rSRSDSR;RSSSS;SSRRss;ARDsAS;sSSA;SsDss.Ssrss;ARsRrr;RRSrSSS;rSSsA;DSRRsr;RSsSS;SRSrSS;srSSS;rRrSsr;SrSSrS,6-3 6-4,1,SF,Hardcourt,01:08:16,,,,FIN,CRO,,,John Peers,Mate Pavic,,,AUS,CRO,,
2016-10-16,7:45:52,Shanghai,Doubles,ATP,32,Henri Kontinen,John Isner,1,SSsS;SsrrSS;SASA;SSsS;rrSsRr;RSSRSS;SrSss;rsssRS;SRSSA;SSSrS.SsRSs;SRSAA;rSRSSrs;RSrSSS;SRSrSRs;SssS;RrRAR;SAAs;sssA;SsrsS,4-6 4-6,1,F,Hardcourt,01:02:08,,,,FIN,USA,,,John Peers,Jack Sock,,,AUS,USA,,
2016-10-17,11:52:52,Moscow,Doubles,ATP,16,Mikhail Kukushkin,Paolo Lorenzi,0,SrsSRRr;RRSSsrS;SsSS;SSss;SrsrrSr;RSRsRr;SrSRSs;SrrSRR;srSSS;SRRSRSR.ssrrsS;SsSS;SSsRrs;rRSSSS;sRrARsr;sSRRSrs;rSRsSRs;RRssrR;SRrrsSS;rRRSSr,6-4 6-4,1,R16,Indoor,01:19:24,,,,KAZ,ITA,,,Stephane Robert,Guido Pella,,,FRA,ARG,,
2016-10-17,12:10:43,Antwerp,Doubles,ATP,16,Frank Moser,Illya Marchenko,1,sSRsRrS;rRsRR;RSsss;rRsSSrr;rSssS;SSRRSDR.RrSSss;SAAS;rssrSRD;RrASRSD;RrsRSr;ssSS;SrRrR;rSRrSR;RDRSR.S/rS/SS/rR/Ss/DR,6-0 3-6 1-10,1,R16,Indoor,01:01:40,,,,GER,UKR,,,Mikhail Youzhny,Denys Molchanov,,,RUS,UKR,,
2016-10-17,16:40:59,Moscow,Doubles,ATP,16,Purav Raja,Pablo Carreno-Busta,0,SRRSRR;SSSs;RSrrSSS;SsRSRS;SsSrS;SSSRS;SSSS;SsSrS;SrRSsS;RSSSRS.SSSs;ssSS;rSASrDs;SRSSS;rSRRSR;rSAsS;SSSA;SRRrSSR;rSSrsS;RDSsSRR.R/sS/Rr/Ss/sS/SS/Ss/s,6-4 4-6 10-4,1,R16,Indoor,01:21:31,,,,IND,ESP,,,Divij Sharan,Marcel Granollers,,,IND,ESP,,
2016-10-17,20:09:59,Antwerp,Doubles,ATP,16,Federico Delbonis,Kimmer Coppejans,1,SSDSs;DRsssrr;rSSRsS;RRsSSs;rSSrRr;ssSS;SSRrRsS;SrSsS;SSRrRsS;sRrRssR.SrrSsRS;RSSDrss;RSDsRR;SrsSS;SsAS;RRssSS;RSsRRSr;SSrss.S/Sr/Sr/SS/SS/DR/sS/sR,4-6 6-2 5-10,1,R16,Indoor,01:20:28,,,,ARG,BEL,,,Diego Sebastian Schwartzman,Taylor Fritz,,,ARG,USA,,
2016-10-18,15:22:23,Moscow,Doubles,ATP,16,Wesley Koolhof,Konstantin Kravchuk,0,SsSS;RSRssS;RSSRsS;SSSRS;SsSs;rSSSs;srRSSrS;SsSS;SssRS;sSSS;SRSRSRR;RSSSA.rssrSRS;RSSSA;RSsrSS;ssRss;SsSs;sSSRrRR;sSsrS;SSrRAS;SSSDRrS.A/Rr/RS/sR/rS/sr/RR/RR/S,7-5 3-6 10-6,1,R16,Indoor,01:17:03,,,,NED,RUS,,,Matwe Middelkoop,Andrey Kuznetsov,,,NED,RUS,,
2016-10-18,16:46:16,Stockholm,Doubles,ATP,16,Steve Johnson,Johan Brunstrom,1,srrSDSS;AAAS;SDsSrrR;RSSRsrS;sSsS;SSsS;DRsrSSS;ssSS;RSrASS;DSrSSRS.DrrsSSS;SrSrSA;RSRsSS;rRDsr;SsSS;SssrS;SSSrS;sSsS;DrSrr;DRSRsR.S/Rs/RA/RS/SA/Ss/sr/sS/Rs/rS/AR/S,4-6 6-4 10-12,1,R16,Indoor,01:24:10,,,,USA,SWE,,,Philipp Petzschner,Andreas Siljestrom,,,GER,SWE,,
2016-10-18,20:36:55,Antwerp,Doubles,ATP,16,Steve Darcis,Dominic Inglot,1,sSSS;SSAs;SrrsrsR;SrSDsS;SrrrD;DsRrsD;rSSRSrS;RSSRsrA;SSrSs;SARSS.SRsRSs;DsRRSss;rrSRR;SSsDDRS;rSSsS;rsSRss;RDSSSrS;sSSrrS;SRrSAS;SsrsDA,4-6 4-6,1,R16,Indoor,01:10:06,,,,BEL,GBR,,,Joris de Loore,Andre Sa,,,BEL,BRA,,
2016-10-19,17:56:23,Moscow,Doubles,ATP,16,Konstantin Kravchuk,Alexander Bury,1,rASARA;SrrrR;SrSDSS;rSSsS;SssA;srSSrS;sssrS;RAARSs;SsSRRrr;rsSSs;DSsRsRS;RsRssRR.SAsS;SSsRRrS;RRSSRSS;ssss;SrAsS;Ssss;rrSRR;SSSS;SrSSrS;RSssS.R/SS/sS/SR/SS/rS/sr/RR/S,5-7 6-4 6-10,1,QF,Indoor,01:27:32,,,,RUS,BLR,,,Andrey Kuznetsov,Gerald Melzer,,,RUS,AUT,,
2016-10-21,12:14:19,Antwerp,Doubles,ATP,16,Daniel Nestor,Oliver Marach,1,RrRD;ASSRS;sSSs;DRDR;SSsS;SSAS;rssSs;RrsAss;SSSRS;ARAAA;SRSSS;rARSSs;D/Rs/rs/RR/SR/SA/R.RrSSrAR;sSAs;rrrSsSS;SSsS;SSSA;sSSrA;ASDsA;rssSS;RDSSss;ssRSS.R/Sr/rR/SS/sS/rA/sS/SS/SS/S,7-6(5) 4-6 8-10,1,SF,Indoor,01:36:40,,,,CAN,AUT,,,Edouard Roger-Vasselin,Fabrice Martin,,,FRA,FRA,,
2016-10-21,15:15:50,Moscow,Doubles,ATP,16,Konstantin Kravchuk,Juan Sebastian Cabal,1,sSSS;SDSSS;RRrSSSs;RSrSRR;rSRrSSr;RSSrRR;ARsSS;sSSs;rsSSs.SRrsRSD;rRSSRSS;sRRSSS;SRSRSRR;RSSDRsS;rSSSrrR;SsSs;ArrSsRR.S/rS/Sr/SR/sS/sR/SS/R,6-3 2-6 4-10,1,SF,Indoor,01:15:03,,,,RUS,COL,,,Andrey Kuznetsov,Robert Farah,,,RUS,COL,,
2016-10-22,11:45:18,Antwerp,Doubles,ATP,16,Pierre Hugues Herbert,Dominic Inglot,0,RrSSSS;SsDSS;rSssS;DSRRr;sSRRDr;RRsSSRs;SSsRs;rRsrR;rsRSss.SRRASrS;SssS;Srrrr;rsRRSSS;AsSS;RSsSA;rDRR;SSRSS,6-3 6-2,1,SF,Indoor,00:57:32,,,,FRA,GBR,,,Nicolas Mahut,Andre Sa,,,FRA,BRA,,
2016-10-23,12:13:05,Antwerp,Doubles,ATP,16,Pierre Hugues Herbert,Daniel Nestor,1,rrSrSD;ArDDSSr;RSSSrrR;SsSRRRS;RssSs;RSsDSs;AsSs;sRsSS;AssA;SsRsA.SDDRr;SSSRS;rsSrRSs;AsSS;SRSrss;SSrrSS;DssSS;SsSs;ASSs;SrDSSS,4-6 4-6,1,F,Indoor,01:09:02,,,,FRA,CAN,,,Nicolas Mahut,Edouard Roger-Vasselin,,,FRA,FRA,,
2016-10-23,13:09:26,Moscow,Doubles,ATP,16,Juan Sebastian Cabal,Julian Knowle,1,SSAs;rRrSR;rSSRsA;RRSDsSs;rSSDSs;RsssRS;sASS;RsDSsS;rSrrAR;SSRRSS;sSRsS;sRRSRsr.SDrRR;RrRSsSR;rrSrr;SsSS;RDRD;rASSRRs;sARSA;RSrrsR;SRRSSrs;SsRSRS.D/SS/SS/RS/SS/SR/Ss/Dr,5-7 6-4 5-10,1,F,Indoor,01:42:13,,,,COL,AUT,,,Robert Farah,Jurgen Melzer,,,COL,AUT,,
2016-10-23,13:15:21,Stockholm,Doubles,ATP,16,Elias Ymer,Mate Pavic,1,SSRSs;RrsRR;SsSA;RSRSAS;rSSSS;SrRsrSr;rsrSrSS.rRSRr;rSSrSs;SSRSS;SRSrsRS;DRDSr;rRRASsA;RSrRSSD,1-6 1-6,1,F,Indoor,00:51:15,,,,SWE,CRO,,,Mikael Ymer,Michael Venus,,,SWE,NZL,,
2016-10-31,16:02:05,Paris,Doubles,ATP,32,Novak Djokovic,Quentin Halys,0,rsRSSRR;sRRSSS;ASrSS;SRSSS;SRDrSr;rSSSs;SSRRSS;SrrSrSr;RRrSR.SASS;rSSSA;SRAsrS;RSRssS;ssSS;SSSS;SSSS;SSSs;Ssss;RRSSSRr,6-3 6-4,1,R32,Indoor,00:55:38,,,,SRB,FRA,,,Nenad Zimonjic,Adrian Mannarino,,,SRB,FRA,,
2016-10-31,17:31:10,Paris,Doubles,ATP,32,Henri Kontinen,Treat Huey,0,sSsS;sRRARr;sSSS;SSSS;sSSDA;SSSs;AAAs;RDsSsrD.DrSARSs;sRrRD;ASArA;sSSS;srssS;SSSs;DSASs;DSSRSDR,6-2 6-2,1,R32,Indoor,00:46:06,,,,FIN,PHI,,,John Peers,Max Mirnyi,,,AUS,BLR,,
2016-11-03,11:12:03,Paris,Doubles,ATP,32,Marcelo Melo,Philipp Kohlschreiber,0,rSSSs;ASSrRDR;RSsSRS;srrSRSS;SrsrSA;Ssss;SSSS;SDsSs;SSSDs.AssS;AsSRS;RSrSSrr;srSsrS;sSSS;SSArDS;SsRSRs;sRSSs;sSsRRS;SSAS,6-3 6-4,1,R16,Indoor,00:56:57,,,,BRA,GER,,,Vasek Pospisil,Dominic Thiem,,,CAN,AUT,,
2016-11-03,12:29:08,Paris,Doubles,ATP,32,Pierre Hugues Herbert,Martin Klizan,0,RrrSSSS;RSSSS;SSSA;sSRADS;rSSSRRA;SRSSrDR;RSSsS;sRrrr.SrDsSrs;SsrDrSS;SSSs;SrrsrR;SsAS;sARsrs;SssA;RRRSr,6-2 6-2,1,R16,Indoor,00:57:37,,,,FRA,SVK,,,Nicolas Mahut,JoaoSousa,,,FRA,POR,,
2016-11-15,19:13:05,ATP World Tour Finals,Doubles,ATP,4,Treat Huey,Ivan Dodig,0,sSDSS;SssDRS;RrDSR;SsrRSS;sSsS;ssArs;sSrSs;SrRAsS;sSRSrRs;rsSrADr;RRrSR;SSsRs.RssSS;sSRSRS;sRDSss;SSAs;SrrASs;AAAA;rSSSs;DSSrSA;SRRrr;ASsrs,7-5 6-4,1,Q,Indoor,01:16:37,,,,PHI,CRO,,,Max Mirnyi,Marcelo Melo,,,BLR,BRA,,
2016-11-16,13:12:58,ATP World Tour Finals,Doubles,ATP,4,Henri Kontinen,Raven Klaasen,0,sSrSRS;sSSS;SsAS;SRrARD;SRRrASs;SrRRSSS;SSSs;rsSSS;SSsA.RrSRSSR;DSSss;RSSsrrS;ASSA;RSSrsRS;sSRsRS;rrASSS;SSsA;SsAs;SRSSs,6-3 6-4,1,Q,Indoor,01:04:12,,,,FIN,RSA,,,John Peers,Rajeev Ram,,,AUS,USA,,
2016-11-16,19:37:26,ATP World Tour Finals,Doubles,ATP,4,Pierre Hugues Herbert,Marc Lopez Tarres,1,sSsS;SRSrsS;SrSss;SSSRS;SSSs;ASSS;AssrrA;SSSrS;SRssS;SRrAsA;rDSSDr;SDsSS.ARrsRsD;RSSsrs;SrRssS;rrrD;SSAS;SARrSS;SSARs;SrSSS;sDRSsS;DSSSrS;SRsSS;RRRsR.S/SR/SS/SS/rS/RS/RD/DS/sD/s,5-7 7-5 8-10,1,Q,Indoor,01:38:18,,,,FRA,ESP,,,Nicolas Mahut,Feliciano Lopez,,,FRA,ESP,,
2016-11-17,13:12:16,ATP World Tour Finals,Doubles,ATP,4,Treat Huey,Bob Bryan,0,SSsRS;SRSSs;Rrrr;SASDs;SAss;SSSS;SSRRRsS;sssS;rSsSS;rSsAS.SSss;SRRARsS;SSRsDS;DSSSS;sRrSSS;RASAs;rRRr;SSrSs;SSsS;ASrDSrS,6-4 6-4,1,Q,Indoor,00:59:49,,,,PHI,USA,,,Max Mirnyi,Mike Bryan,,,BLR,USA,,
2016-11-17,19:12:47,ATP World Tour Finals,Doubles,ATP,4,Jamie Murray,Ivan Dodig,0,ssDSrRS;SsSS;SrSSs;sSrDSDR;SDSDsS;SsSRrs;RsSSs;RSsARS;DSSSS.sSsS;DSsSs;SSAS;SSSRS;SRArsRS;RRSSSS;SSSS;DrDSsSR;SRASS.S/AS/SS/RS/SS/SD/RS/rS/S,6-3 3-6 10-6,1,Q,Indoor,01:10:26,,,,GBR,CRO,,,Bruno Soares,Marcelo Melo,,,BRA,BRA,,
2016-11-18,13:13:13,ATP World Tour Finals,Doubles,ATP,4,Pierre Hugues Herbert,Henri Kontinen,1,DSRDssS;SRDRSSr;DSSSS;SSAs;SSSS;rsSRAs;ArSSS;SSsDS;SrSARrD;SsSS;SSSRS;SSRss;A/Sr/rS/rR/Sr/ss/S.SSAs;ASSDRS;rArrSSS;SAAA;SssS;SDARSS;RDSSSs;RSSsRS;RADSSS;ArrADR.S/Sr/SS/rs/rS/SR/SS/R,7-6(5) 4-6 4-10,1,Q,Indoor,01:30:44,,,,FRA,FIN,,,Nicolas Mahut,John Peers,,,FRA,AUS,,
2016-11-18,18:59:12,ATP World Tour Finals,Doubles,ATP,4,Raven Klaasen,Marc Lopez Tarres,1,SARSRS;RrSsAs;SSSS;SSrSS;ASSS;RsrRssR;RsrSsDR;SsRRrR;SssS.rSRSSS;SSsrS;RRSSRsS;SSSs;ssSA;SSSS;SSRrSS;SRrASS;SASA;SASS;RRSSDSS;SRsSS;A/sA/RS/SA/AS/SR/SD/RS/SR/S,3-6 6(8)-7,1,Q,Indoor,01:24:19,,,,RSA,ESP,,,Rajeev Ram,Feliciano Lopez,,,USA,ESP,,
2016-11-19,13:12:55,ATP World Tour Finals,Doubles,ATP,4,Henri Kontinen,Bob Bryan,0,sSSrS;DSSrSRs;ArSsS;sASS;SsSA;rSrSRSS;RSADsS;SsRSS;SASA;RssRsS;DSSsA;srSSS;S/RS/SD/Rr/Ss.SSSS;SRRAsrS;SDrSSrR;AssA;rSRsSrR;rRSSRAR;SSss;rsRsRSA;rSSsRS;RAsAS,7-6(2) 6-4,1,SF,Indoor,01:14:49,,,,FIN,USA,,,John Peers,Mike Bryan,,,AUS,USA,,
2016-11-19,20:05:22,ATP World Tour Finals,Doubles,ATP,4,Raven Klaasen,Jamie Murray,1,SSrSS;SSSRS;RSrSSRS;rSSRRSr;ssSS;RRRR;SRSSs.rRSSRSR;SrSAS;rRSAsDS;SAsRrRS;SSRSA;SSRSRrR;sRrRSr;sSrADS;SrSsS;SSSRS,1-6 4-6,1,SF,Indoor,01:00:17,,,,RSA,GBR,,,Rajeev Ram,Bruno Soares,,,USA,BRA,,
2016-11-20,16:43:12,ATP World Tour Finals,Doubles,ATP,4,Henri Kontinen,Raven Klaasen,0,SSRRSRs;SSADS;rrASAS;SSrSS;SsRDSDR;SDrrsSS;rRRSSsr;sRSSrS.SRSRSS;RRRr;SSAs;srSsRRR;SrSADDS;SSrRSRs;SRsrSS.S/SS/SA/SS/SS/sS/SS/ss/sr/S,2-6 6-1 10-8,1,F,Indoor,01:10:54,,,,FIN,RSA,,,John Peers,Rajeev Ram,,,AUS,USA,,
2016-11-30,8:12:13,Australian Open Asia-Pacific Wildcard PO,Doubles,ATP,16,Hao Wu,Francis Casey Alcantara,0,SRrrR;SsSS;SsSrS;SSSS;RRRR;sSRsDRS;rsRrr.SSrSS;srsSRrR;SsrDDr;SRsDRSR;SRSSS;ssRrSRs;SSRsRS;SRsRsRS;SSSRS,6-1 6-3,1,R16,Hardcourt,00:48:45,,,,CHN,PHI,,,Bingyu Yu,Ruben Gonzales,,,CHN,PHI,,
2016-12-01,6:59:08,Australian Open Asia-Pacific Wildcard PO,Doubles,ATP,16,Zhe Li,Francis Casey Alcantara,0,SDSSRS;sSRRSS;SSrSS;RSRRD;SRSSA;rSSsrS;rSRrSsS;SRSAs;rSASS.SSSRS;ssrRSS;SSSs;rSSsrs;RSSRSS;sSArs;SRSsRRR;SSRrSS;RrRSsSs;srrSrSA,6-3 6-4,1,QF,Hardcourt,01:00:51,,,,CHN,PHI,,,Chu-Huan Yi,Ruben Gonzales,,,TPE,PHI,,
2016-12-02,7:18:39,Australian Open Asia-Pacific Wildcard PO,Doubles,ATP,16,Cheng-Peng Hsieh,Zhe Li,1,sSSs;SRRrsR;DSRsDSs;SRSRSRR;rrSRSSS;DSSSs;SsRRSs.RsrSSS;SSSs;SrSSrRA;SrrSRSr;SRSsS;sRSSrA;RRrD;SSSS;SSSrs;sSSS;SSss;rSrSSRS;s/Ss/sr/SS/RR,1-6 6(2)-7,1,SF,Hardcourt,01:08:30,,,,TPE,CHN,,,Tsung-Hua Yang,Chu-Huan Yi,,,TPE,TPE,,
2016-12-02,8:40:03,Australian Open Asia-Pacific Wildcard PO,Doubles,ATP,16,Peng-Xiang Gong,Jeevan Nedunchezhiyan,0,SrRRSSr;SsSS;SRSrSRS;SrsSs;RrRR;SSDAS;rsSsRrR.SDrRSAs;RRSRR;ssRSA;rRsSsRS;SssDS;SssS;Rssss;SRArSrR,6-1 6-2,1,SF,Hardcourt,00:47:09,,,,CHN,IND,,,Xi Qi,N. Vijay Sundar Prashanth,,,CHN,IND,,
2016-12-03,7:36:13,Australian Open Asia-Pacific Wildcard PO,Doubles,ATP,16,Cheng-Peng Hsieh,Jeevan Nedunchezhiyan,0,srSsS;RRrr;SrSSrS;SSrsrs;Ssss;SSRRRr;sSsRRS.rSSAS;SrSRSs;RrRssR;SRSSS;sRSss;RSSRSrS;ssrAS;SDSSS;SRSSS;srSSS,6-1 6-4,1,F,Hardcourt,00:51:13,,,,TPE,IND,,,Tsung-Hua Yang,N. Vijay Sundar Prashanth,,,TPE,IND,,
2017-01-01,8:56:17,Brisbane,Doubles,ATP,16,Steve Johnson,Stephane Robert,0,SsrSS;rRsrSR;RRRR;SrSRSS;ssSS;RrSrSSR;SSSS;srSRSrD.rSSSDS;rsARRR;sSRrRr;SRrsSRr;SSsrS;Ssrrsrr;rrSsSs,6-2 6-1,1,R16,Hardcourt,00:54:03,,,,USA,FRA,,,Diego Sebastian Schwartzman,Gilles Simon,,,ARG,FRA,,
2017-01-01,9:45:47,Brisbane,Doubles,ATP,16,Sam Groth,Viktor Troicki,0,SRSAs;RsDSsDr;sSsS;SSsS;ssAs;RSsrsDR;rSrssS.RRSSrr;SrSsrRR;DSSSDS;SSRRRD;SrSSRS;rssrAS;SSSrrA;sSRrSA;SSAA.A/RS/sS/Ss/rs/SS/Ss/SS/sS/R,6-1 3-6 10-8,1,R16,Hardcourt,01:06:49,,,,AUS,SRB,,,Chris Guccione,Mischa Zverev,,,AUS,GER,,
2017-01-02,13:45:44,Doha,Doubles,ATP,16,Mariusz Fyrstenberg,David Marrero Santana,0,SsAs;RSSSS;rDDR;RRSDr;rDrSSR;SSSS;rSRRSD;sSRSS.Ssss;SsrSS;srsrSS;sSSS;RSrSSRS;SSrSs;SDrRR;SrrDD;SSRRRSR;rsSSS,6-2 6-4,1,R16,Hardcourt,00:58:50,,,,POL,ESP,,,Andy Murray,Nenad Zimonjic,,,GBR,SRB,,
2017-01-02,17:06:02,Chennai,Doubles,ATP,16,N. Sriram Balaji,Johan Brunstrom,0,SSsS;ssRSS;rRrSSR;SSss;SSRrSA;SSrsRS;RSARSRr;sSSS.SSrsA;sSsS;rDrSAR;sSrSS;rrsSRsS;SRSrSrS;rRSSAS;SsSS;SrSSS;SRSSrS,6-2 6-4,1,R16,Hardcourt,01:04:41,,,,IND,SWE,,,Vishnu Vardhan,Andreas Siljestrom,,,IND,SWE,,
2017-01-02,4:14:27,Brisbane,Doubles,ATP,16,Ivan Dodig,Raven Klaasen,1,SDsSS;rsrSSDs;RSASS;SrsAs;SRRSDD;AsSS;RSSsS;SssS;RrRSSss;rSSSS.SSSRA;SASs;ASSS;SASrS;RrSSsRs;rASSDS;sSRRSRS;SSsA;SssS;RSRRSsS;SRSRRsS;SSrSRRs;R/Rr/sr/SR/Sr/SS/As/SR/S.A/SS/RS/RS/SS/sD/sS/SR/S,4-6 7-6(7) 6-10,1,R16,Hardcourt,01:46:13,,,,CRO,RSA,,,Lukasz Kubot,Rajeev Ram,,,POL,USA,,
2017-01-03,3:01:18,Brisbane,Doubles,ATP,16,Henri Kontinen,Kei Nishikori,0,RrSSss;RsSSRS;ASRSrS;RRRsR;SSArs;rSrRR;sDsSrS.SSSs;SssRs;rSSSS;DSSSS;sRSSs;srsRrD;ASAA;rsSSS;RSSSs.S/SS/SR/Ar/AS/sA/DA/rA/SS/SS/sR/S,1-6 6-3 12-10,1,R16,Hardcourt,01:49:22,,,,FIN,JPN,,,John Peers,Dominic Thiem,,,AUS,AUT,,
2017-01-03,4:50:52,Brisbane,Doubles,ATP,16,Jean-Julien Rojer,Daniel Nestor,0,SSSS;SRrDSss;SSsS;SssS;SrDRr;sDsSrS;sSrrSs;sSSS;SrsAs;SrsARS.RRDR;ssSS;sSSrs;SsSS;rRSSsS;rDSSsS;SsAs;DRSSSs;Ssss;DsDSS,6-4 6-4,1,R16,Hardcourt,01:04:47,,,,NED,CAN,,,Horia Vlad Tecau,Edouard Roger-Vasselin,,,ROU,FRA,,
2017-01-03,7:02:54,Brisbane,Doubles,ATP,16,Grigor Dimitrov,Pierre Hugues Herbert,0,rrSSSRs;SSRSS;SSSs;RSSsS;SSSS;sSARS;RSRRsSs;SRSSS;RSDRSr;SrRsRSs.rsDSSRR;SsSRS;SSSS;SsSs;SsAS;SSSS;ssRSs;SSsS;rSRrSD,6-4 6-3,1,R16,Hardcourt,00:56:55,,,,BUL,FRA,,,Aisam-Ul-Haq Qureshi,Nicolas Mahut,,,PAK,FRA,,
2017-01-04,17:21:17,Chennai,Doubles,ATP,16,Leander Paes,Purav Raja,0,SRSSRRS;DRSSSS;sRRSRSS;SSSS;rSsSS;ASrSs;SRSArS;AsSS;SrrSRR;srRSSA.SRrRR;SASS;SRSsRS;ASSDRS;RDSSRR;SrDSrAs;sSRRss;rrSRSD;ssSA;SSSA,6-4 6-4,1,R16,Hardcourt,01:08:37,,,,IND,IND,,,Andre Sa,Divij Sharan,,,BRA,IND,,
2017-01-04,2:13:35,Brisbane,Doubles,ATP,16,Sam Groth,Raven Klaasen,0,ArSSS;RrsSrr;rArsAS;SDSAA;SSrsRA;SSAS;rSSSS;SRRSsrr.SSAs;SSsA;sRSsRA;SSSRA;SsAS;sSRRSrR;RSRASS;SsSRs;DsAAA,6-2 6-3,1,QF,Hardcourt,01:00:46,,,,AUS,RSA,,,Chris Guccione,Rajeev Ram,,,AUS,USA,,
2017-01-04,4:14:05,Brisbane,Doubles,ATP,16,Steve Johnson,Daniel Nestor,0,SsRSS;sSSs;SSRRRR;SRrSSS;sSRSA;SRsSRs;rSSSRS;SRSSDRA;RSRrSR.SDRASRD;SSRsRA;RSSSS;SRSSRS;RsSRss;RSsSRrA;DRSRSR;RsSSRs.s/Sr/rR/sS/Rs/rR/SR/Rs/ss/Sr/S,6-3 2-6 11-9,1,QF,Hardcourt,01:12:54,,,,USA,CAN,,,Diego Sebastian Schwartzman,Edouard Roger-Vasselin,,,ARG,FRA,,
2017-01-04,8:10:38,Brisbane,Doubles,ATP,16,Gilles Muller,Kei Nishikori,0,RSSsrS;ADRRsR;SDASS;SSrSS;RsSrSS;SsSrS;SSSA;RsDDAss;SSSA.rSSSrRS;RARSSDs;SSSrRs;SRASs;rSAsS;sSSS;SrRrD;sRRDSR;ArSSRRS;RSSRRsS;SSSRS;SrSSS;S/Ss/RR/SS/R,6-3 7-6(1),1,QF,Hardcourt,01:13:31,,,,LUX,JPN,,,Sam Querrey,Dominic Thiem,,,USA,AUT,,
