date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,server1_ioc,server2_ioc
2016-10-04,8:43:28,Beijing,Singles,ATP,32,Rafael Nadal,Paolo Lorenzi,1,rSRSSDsS;RRSSRr;sssS;rsSRsS;SsRRrsrAsA;DRRr;sDrASs.SssRS;SsSS;sRrSRr;AARSs;RSrRr;SSRSS;ssSDDRrSrR,1-6 1-6,1,R32,Hardcourt,01:04:13,ESP,ITA
2016-10-05,10:37:25,Tokyo,Singles,ATP,32,Jiri Vesely,David Goffin,1,srRRsASS;RSsRSs;RSsRss;Sssrs;RSSrrSrr;SRSRRARSAS;SRDsAA;ADSSs;RsDRR.Asrss;RSSsRRSs;ASsA;SRsAS;DRSRr;sRSsS;rRSRSSAs;SsrDrD;sRSDSrSrss;RSrSSs;srsrrSSS;sRRRsSrSRSRR,3-6 5-7,1,R16,Hardcourt,01:43:17,CZE,BEL
2016-10-05,12:31:31,Beijing,Singles,ATP,32,Jack Sock,Alexander Zverev,0,RsrSSrrr;SASA;sRsSA;rRsASS;ARsSS;rSRRSSSRSS;RRSSSRSA;AsRSRS;ADsSs;SRSsrRsS.srDRr;srsDSRARSs;sRsSS;srsRSRsS;RsDrSD;SSSA;rSsSDS;DSSRARSA,6-4 6-2,1,R16,Hardcourt,01:11:44,USA,GER
2016-10-05,13:02:11,Tokyo,Singles,ATP,32,James Duckworth,Juan Monaco,0,AsSDS;sRSRRR;ASSS;sSSRs;SsrSRs;SsSrrs;ArArRSRR;ArrrD;SRrRr;SRrSrSRSRSss;SssA;SSDSs;D/RS/RS/Ss/SR/S.RSsRSS;rSRrSSrSDAsA;SAAS;SRSRSs;SrSRSrrSSrSS;DRrsSD;sDSss;Rssss;sSrsA,7-6(3) 6-3,1,R16,Hardcourt,01:31:20,AUS,ARG
2016-10-05,13:44:46,Beijing,Singles,ATP,32,Andy Murray,Andrey Kuznetsov,0,SsrSDrRsrSSDRr;RsrRsr;sSsDA;RSRSRSrsrR;RrsrSSrSArrR;rRrSr;ssSS;sRrrSD.SrSss;RRrSSR;DArRSD;RRssrR;SsrsA;rrrsR;SSAS,6-2 6-1,1,R16,Hardcourt,01:15:53,GBR,RUS
2016-10-05,4:13:11,Tokyo,Singles,ATP,32,Tomas Berdych,Gilles Muller,0,ASSA;DSSAA;RAsAs;ssDSRS;ssrRSS;RRRsAsSs;RSsSRrss;rSSSA;RrSsrssA;AASs;RSsrrsAS;SSSS;R/sS/sA/SS/Ss/Ar/sS/ss/r.sASA;rRssSRrr;srsArRsS;sssRA;sSSs;DRDSr;rrAsAS,7-6(7) 6-1,1,R32,Hardcourt,01:43:10,CZE,LUX
2016-10-05,6:35:20,Tokyo,Singles,ATP,32,Marin Cilic,Fernando Verdasco,0,sSss;SrrSARrssS;RrsRAR;SDsrSrSRrSRSSRAs;Asss;ASAs;sArSrS;rSSRsS;ASsS;rRSSss.rRrR;rSSDsRrSrr;rssAs;sAADs;AAss;SRsrrSrR;rRrD;SSrAS;RSSSS;rSSsS;SSSs;RDsRSR.SAss;rSsArS;rSSAS;SSRDrssRrR;sSSS;SArss;RSrrSR;SSSA;SSSS;SSSDRA;SRSSDs;rAsrSrRR,4-6 7-5 7-5,1,R16,Hardcourt,02:18:38,CRO,ESP
2016-10-05,6:43:18,Beijing,Singles,ATP,32,Sam Querrey,Richard Gasquet,0,RAsDsrrAss;SsRSS;SsrRSA;SRSARS;SAAA;ssDsrRDR;srASRs;ARsrrsRR.RASrrSRsSrRD;RSSrrssS;srsAs;SrrRSR;rSrrSASA;rSsrSS;SrRArSRSRD;SrSSs;SrrDsr.SAAA;sRsRSs;RSSsS;AASrDS;sDsSs;ARrArsrr;SSAS;rSrrSSsrDsDr,2-6 6-3 6-2,1,R32,Hardcourt,01:51:52,USA,FRA
2016-10-05,9:24:35,Beijing,Singles,ATP,32,Grigor Dimitrov,Steve Johnson,0,rsRRD;sRSrSrSS;SsAs;rRARAr;DASSA;AsrsS;RsSSs;rSSsS;SSrsRS;srssrRSRrSsRSrSA;SsSS;rRrR.sAAs;SSSS;RADSss;SDsRSDrr;rSrRr;SRSrDssDAS;SsSS;SrrSSs;rSSSS;SssA;RSSRrSSs;sSrSs;R/rs/SR/RS/Sr/Rr/DS/sR/RA/sA/D.SrRSSs;sSsrS;SsRRRssrAS;sssrs;rSsRrSSRDSAS;SrSSS;RRsDSSRsss;sRRsSs;srsDRR;SAss,7-5 6(9)-7 6-4,1,R32,Hardcourt,02:43:53,BUL,USA
2016-10-06,10:39:58,Beijing,Singles,ATP,32,Pablo Carreno-Busta,Richard Gasquet,1,rsrsrSrr;srRRSsrr;srSRRASA;rsSRsDsS;rSrSSs;RSsSA;rsASs;SSsS;rAsSS;sRSRSrSrsS;SSRRrR;SrrsSS.RrRR;SSrSRRRR;sSSrs;SsSs;RSSsS;RrSRR;SDrRD;SSRsrs;sSSS;SrDrr.SSsA;RrrSsD;SsArS;SRSss;SSSs;SRSrRSSRRr;RsssS,7-5 4-6 1-6,1,R16,Hardcourt,02:08:34,ESP,FRA
2016-10-06,10:39:58,Beijing,Singles,ATP,32,Pablo Carreno-Busta,Richard Gasquet,1,rsrsrSrr;srRRSsrr;srSRRASA;rsSRsDsS;rSrSSs;RSsSA;rsASs;SSsS;rAsSS;sRSRSrSrsS;SSRRrR;SrrsSS.RrRR;SSrSRRRR;sSSrs;SsSs;RSSsS;RrSRR;SDrRD;SSRsrs;sSSS;SrDrr.SSsA;RrrSsD;SsArS;SRSss;SSSs;SRSrRSSRRr;RsssS,7-5 4-6 1-6,1,R16,Hardcourt,02:08:34,ESP,FRA
2016-10-07,11:28:19,Beijing,Singles,ATP,32,Andy Murray,Kyle Edmund,0,SSRRSS;SSSRS;SRRSSS;SSSRRRSS;SAAA;ArAsrS;ADADSS;ArssS;ASSA;RRSAsRSrrSsrSs;ASrSA;ASSDS;s/SA/rS/As/sS/RS/Ss/SR/rs/sr/S.SsrRrsSs;RDSsrD;RsssRRRR;SRSSA;SSrrSRSrrr;SrRRAsrSSs;rrRD;SsrAs,7-6(9) 6-2,1,QF,Hardcourt,01:35:25,GBR,GBR
2016-10-07,11:28:19,Beijing,Singles,ATP,32,Andy Murray,Kyle Edmund,0,SSRRSS;SSSRS;SRRSSS;SSSRRRSS;SAAA;ArAsrS;ADADSS;ArssS;ASSA;RRSAsRSrrSsrSs;ASrSA;ASSDS;s/SA/rS/As/sS/RS/Ss/SR/rs/sr/S.SsrRrsSs;RDSsrD;RsssRRRR;SRSSA;SSrrSRSrrr;SrRRAsrSSs;rrRD;SsrAs,7-6(9) 6-2,1,QF,Hardcourt,01:35:25,GBR,GBR
2016-10-07,15:14:33,Beijing,Singles,ATP,32,Rafael Nadal,Grigor Dimitrov,0,rRrSSSRSRD;RsRRr;RRSSRsrR;SRrsRR;SrSDSRrR;SrSRRSSA;RSsRRR;sRAsA.sRRRR;SSSrs;SSrRRSss;SSAS;RRSRSssS;SDSSS;rRSRSSSS;SRSrrSRSSs;SSSS;SSrSRS,6-2 6-4,1,QF,Hardcourt,01:33:07,ESP,BUL
2016-10-07,15:14:33,Beijing,Singles,ATP,32,Rafael Nadal,Grigor Dimitrov,0,rRrSSSRSRD;RsRRr;RRSSRsrR;SRrsRR;SrSDSRrR;SrSRRSSA;RSsRRR;sRAsA.sRRRR;SSSrs;SSrRRSss;SSAS;RRSRSssS;SDSSS;rRSRSSSS;SRSrrSRSSs;SSSS;SSrSRS,6-2 6-4,1,QF,Hardcourt,01:33:07,ESP,BUL
2016-10-07,4:12:28,Tokyo,Singles,ATP,32,JoaoSousa,David Goffin,1,RSSrsRRSss;rSRDr;SSrsS;RSRsSs;ASRrSS;RRRr;srrSSS.SARSA;RSRsDSRArr;RSARSS;sRSsrrSS;rDsSSrSs;sSSS;RDrSSR;DASrsrsS;RAARsrss;SASS;RRssSA;srSrSRRr.rSSAA;SRSss;SSsrS;RSRrSR;sssrrs;ASAS;Sssrs;DrRSSSRSRR,6-1 5-7 2-6,1,QF,Hardcourt,01:53:23,POR,BEL
2016-10-07,4:12:28,Tokyo,Singles,ATP,32,JoaoSousa,David Goffin,1,RSSrsRRSss;rSRDr;SSrsS;RSRsSs;ASRrSS;RRRr;srrSSS.SARSA;RSRsDSRArr;RSARSS;sRSsrrSS;rDsSSrSs;sSSS;RDrSSR;DASrsrsS;RAARsrss;SASS;RRssSA;srSrSRRr.rSSAA;SRSss;SSsrS;RSRrSR;sssrrs;ASAS;Sssrs;DrRSSSRSRR,6-1 5-7 2-6,1,QF,Hardcourt,01:53:23,POR,BEL
2016-10-07,6:25:47,Tokyo,Singles,ATP,32,Marin Cilic,Juan Monaco,0,SrAsRrSS;sRRsDR;SDsrSs;SSSs;rSSss;rASrrSSS;RRrr;RSRsSS;rSsRsS;srsRSs;DsAsRs;RRSRSR.rSSsS;RRRD;rSrRssSS;RRRR;sssA;SRSRSrSS;SASs,7-5 6-1,1,QF,Hardcourt,01:19:55,CRO,ARG
2016-10-07,6:25:47,Tokyo,Singles,ATP,32,Marin Cilic,Juan Monaco,0,SrAsRrSS;sRRsDR;SDsrSs;SSSs;rSSss;rASrrSSS;RRrr;RSRsSS;rSsRsS;srsRSs;DsAsRs;RRSRSR.rSSsS;RRRD;rSrRssSS;RRRR;sssA;SRSRSrSS;SASs,7-5 6-1,1,QF,Hardcourt,01:19:55,CRO,ARG
2016-10-07,8:04:16,Tokyo,Singles,ATP,32,Gilles Muller,Nick Kyrgios,0,ADDRSR;SArrArSS;rDsrSAsrRSRSSrss;AssS;sRSAS;SSADA;ASRDSS;SSAA;DSsrSs;DARRASAS.rsrRsR;rAAsrA;sRSSrA;AsSA;rsrDsSSRrD;sSsS;SsrDArDAAS;rRSSRAArAs,6-4 6-2,1,QF,Hardcourt,01:10:23,LUX,AUS
2016-10-07,8:04:16,Tokyo,Singles,ATP,32,Gilles Muller,Nick Kyrgios,0,ADDRSR;SArrArSS;rDsrSAsrRSRSSrss;AssS;sRSAS;SSADA;ASRDSS;SSAA;DSsrSs;DARRASAS.rsrRsR;rAAsrA;sRSSrA;AsSA;rsrDsSSRrD;sSsS;SsrDArDAAS;rRSSRAArAs,6-4 6-2,1,QF,Hardcourt,01:10:23,LUX,AUS
2016-10-07,9:33:40,Tokyo,Singles,ATP,32,Gael Monfils,Ivo Karlovic,1,SSSS;sSSA;rASss;ssArS;SRDsSs;ASSS;SAsrS;ASRSrS;ASSS;AArsA;AssS;DSRRSSsS;S/SS/SS/sS/Ss/SS/SA/R.SSsA;SSsS;sSss;RSRsRR;sDSRsS;SSrSRS;RRDR;sRSAS;RSSSS;SsrSA;SrSss;SSrSA;D/Sr/sA/SA/Ss/Ss/SR/s,6(6)-7 6(6)-7,1,QF,Hardcourt,01:31:03,FRA,CRO
2016-10-07,9:33:40,Tokyo,Singles,ATP,32,Gael Monfils,Ivo Karlovic,1,SSSS;sSSA;rASss;ssArS;SRDsSs;ASSS;SAsrS;ASRSrS;ASSS;AArsA;AssS;DSRRSSsS;S/SS/SS/sS/Ss/SS/SA/R.SSsA;SSsS;sSss;RSRsRR;sDSRsS;SSrSRS;RRDR;sRSAS;RSSSS;SsrSA;SrSss;SSrSA;D/Sr/sA/SA/Ss/Ss/SR/s,6(6)-7 6(6)-7,1,QF,Hardcourt,01:31:03,FRA,CRO
2016-10-08,11:38:00,Beijing,Singles,ATP,32,Andy Murray,David Ferrer,0,RsSsRs;SsrSRrSRSRSRSrSRss;rRrSr;rrrr;rrSsRsSRSS;rDDSSR;SRsAs;SRsrrSsRrR.RARSSA;SrsSs;SSsS;RRRr;ArRRr;RRsSSRsrRR;sSRss;rrSsSS;sRAss,6-2 6-3,1,SF,Hardcourt,01:30:51,GBR,ESP
2016-10-08,5:12:52,Tokyo,Singles,ATP,32,Marin Cilic,David Goffin,0,AsAS;DSSSS;SRsRAA;sSSs;srDssS;rSRASrSrSS;SSArs;RSRSSrrr;SrRrr;srSSrs;sRRSsRrr;srssS.SssA;SrrSADSs;rsrSss;RSSSS;ADRRr;rsRsSrSS;SrsSRrsrsS;SASA;rSsSA;ssSrs,7-5 6-4,1,SF,Hardcourt,01:39:54,CRO,BEL
2016-10-08,7:11:36,Tokyo,Singles,ATP,32,Gael Monfils,Nick Kyrgios,0,sSAS;SSss;SRSrAs;SSRrss;SRSAs;SSRsS;sRRSRR;ARRsSRrSSrSRrSSs;SrArSS;rSDSArSS.SrrSsRrSRR;rSRSRsDR;sSrSs;SSsS;SRSRSRAS;ssRSs;DRSSRr;rSSrSrsrArSs;SSrrSA;SsSrS,6-4 6-4,1,SF,Hardcourt,01:30:33,FRA,AUS
2016-10-09,13:44:08,Beijing,Singles,ATP,32,Grigor Dimitrov,Andy Murray,0,DRrsD;srsSs;rRsSSRSS;SsAS;SSRSS;rsSRrSss;rRsSsRRSDSSrSRSS;ssSrs;SSss;rssss.rASSs;SrSsS;sRrsrSRSSs;rSSRsS;SRSrSrrR;rSSrsA;SSrsS;SRAsS;SDSss;RRRR;sssA;SSss;R/RS/RR/rs/rR,6-4 7-6(2),1,F,Hardcourt,01:57:31,BUL,GBR
2016-10-09,6:38:52,Tokyo,Singles,ATP,32,Nick Kyrgios,David Goffin,1,ASss;rSSrAS;rSSDSS;RRSrsSSS;SAsRS;SSsS;RDrSR;rrSRSsrsSrAs;rRRSSAAs;SRSss.RsASs;SRSSA;RRDSAsDAsrRssA;rRDSR;SASS;ArsrSS;sAAA;SSARrrSA;AAAS.SDsSS;SARDDARsAA;sDSSS;SrASs;DSRRssARss;SARSrrAS;RDsSRSsS;DSASs;SsDrDSrsSS;DRSSSS;DRSrR;ASRDSA,6-4 3-6 5-7,1,F,Hardcourt,02:00:51,AUS,BEL
2016-10-10,10:53:21,Shanghai,Singles,ATP,64,Ze Zhang,Mischa Zverev,1,sDRSRR;RrSARSSRSS;rDRsSr;rSSSS;sSRRsRSRSs;SsSS;SDrRR.SSRSRS;RRSRR;RSSRSS;SSsS;SssS;DSSsS;SSSS;RRSRSSRR,1-6 2-6,1,R64,Hardcourt,00:56:40,CHN,GER
2016-10-10,12:09:31,Shanghai,Singles,ATP,64,Jo-Wilfried Tsonga,Florian Mayer,0,ArSRrSDSAS;DssSRs;ssss;SSSs;RrSSSS;sRSSRRSrRSsrSs;sssrrDSS;rrRsr;DrsAArSS.rssss;SADsA;rRsrSR;SDrASrAS;rRsrR;ssRAS;SRSrSDsS;SRARrAsRRSARrsSrSDSs,6-3 6-2,1,R64,Hardcourt,01:11:16,FRA,GER
2016-10-10,12:11:42,Shanghai,Singles,ATP,64,Vasek Pospisil,Ivo Karlovic,1,SSSs;AsSDS;ARADRsSS;rSSSs;RSSDsS;DSSSS;SrSRSs;ADsDSS;SssS;SsSS;ASSA;RsAsS;R/AR/ss/Sr/ss/AA/s.rSASA;ArSRSs;rrsSrD;SSSS;SAARS;SSSS;SSSA;RSRASs;AADrSS;sRDsSs,6(5)-7 4-6,1,R64,Hardcourt,01:20:23,CAN,CRO
2016-10-10,14:11:30,Shanghai,Singles,ATP,64,Mikhail Youzhny,Nicolas Almagro,1,SSsrS;sArDsrSRrSARrR;rsSsS;sSrSRrRSSs;SsSRS;SSRSS;RRSSSS;SrSSrRAs;SRrrSSSRsrSDSS.RSRrr;rSrSrSRsRr;DSSSS;sSrrSrSs;RRASSDsDsS;RrSDSR;sSAA;RRssrSrsSrSDRr.srSsA;RSSSRrRR;SAAS;sRsSRrSrRSsS;rSRSrSRSSs;DSSDSs;rSsRSS;rRSRr,6-3 2-6 2-6,1,R64,Hardcourt,02:08:46,RUS,ESP
2016-10-10,7:19:35,Shanghai,Singles,ATP,64,Steve Johnson,Martin Klizan,0,RRSRSSAA;SSSS;RRRR;RssAS;ASsS;sAAS;sRSsS;RRRr;SSAS;RRrSr.SSSS;RSARSS;SSSrS;RSrssS;SSAS;RrSSsS;SSRSS;SrRsrr;AASS,6-4 6-3,1,R64,Hardcourt,00:53:05,USA,SVK
2016-10-10,7:19:52,Shanghai,Singles,ATP,64,Taylor Fritz,Stephane Robert,0,RAASS;RDSDSSSs;DssSs;rrSSSrsRss;DSSSS;RRSSSrSS;RDsRAsrSRSSA;sSSRA;Ssss;SRSSS;SrSrsrrASs;RSsSS;S/sS/sS/rR/sS.rRsrSSrArSSRsS;ssRrRSADSA;rSSDSs;RRRR;RSSSs;RArsAA;RSSSS;DRrsSr.SDSSS;sRASRA;sSsS;rSsAS;DrSRR;ssrSRS;SSRsS;rSDSrAsS;RDRr,7-6(2) 2-6 6-3,1,R64,Hardcourt,01:49:33,USA,FRA
2016-10-10,7:21:16,Shanghai,Singles,ATP,64,JoaoSousa,Benoit Paire,1,SSRSS;SRSSS;SSRRAS;SSAA;SRSSRs;SrSSDS;RSrRr;sSSrrA;rsSrrR.rRrR;rSSSRRrSrR;RsRSRr;RsSsRS;SRsRrsrAsRsRrr;SrSRsrRR;sADSDs;RSrsrR;RSSRsS;sSSS;DSSrrr;SrSRSs.DSSRrAsrSS;RSsRRr;RASAS;RsSsRrrSrr;rrSSrsARss;RsSRss;SSrrSs,3-6 7-5 1-6,1,R64,Hardcourt,01:40:06,POR,FRA
2016-10-10,8:31:22,Shanghai,Singles,ATP,64,Kyle Edmund,Federico Delbonis,0,RssAs;SDSRrr;SrrsAs;SASS;sSAs;rSsAS;sSSS;rRrSSSrssA;rRsSSs.SDSSs;SSSS;rSAsS;RSrSsS;RsSSS;RsSrSS;DSSSs;SSSS;sARSRs;SSsRrs;SRrSAs;SrRrSr.RRrR;RSAsDrSS;SAsS;sSRSRS;SrSsRDAS;sSRrsRSRSS;SASs;SrSrSS;SrRsss;RRSSSS,6-3 5-7 6-4,1,R64,Hardcourt,02:06:22,GBR,ARG
2016-10-10,9:23:31,Shanghai,Singles,ATP,64,John Isner,Alexander Zverev,0,DSDArR;SsDss;SASA;sASA;ssSS;DrsDr;Ssss;rDsRASrARSAS;sRRrR;SssA.rrrr;RsRsRsArSS;SrrARsSA;RSSsA;SSSS;SrRsSS;RrRr;sArSs,6-4 6-2,1,R64,Hardcourt,01:08:15,USA,GER
2016-10-10,9:25:54,Shanghai,Singles,ATP,64,Lukas Rosol,Viktor Troicki,0,SDsss;rSASA;RSrSSrsRDr;SsARA;RrRssR;ASrsA;SDSSS;ASSS.SSsrRS;SsAS;SSRSs;SsrrAS;SSAS;DDArsAss;SssS;SSrSs;SrSrSRRsSrsRRR;SrsSS,6-2 6-4,1,R64,Hardcourt,01:06:15,CZE,SRB
2016-10-11,11:13:58,Shanghai,Singles,ATP,64,Richard Gasquet,Grigor Dimitrov,0,srrsSRSS;RRrSR;RSSSS;sSSA;SRSsrRrR;SSSRRS;RRRr;ssRrRssS;SSsS;SRSRSRRSSRRSsRsS.ARrSrSRR;RRSSsRSS;SssS;SrSss;rRRsSSSRrSSA;SrRrR;RRRSSR;ARASs;sRrsss;SSAA,6-4 6-4,1,R64,Hardcourt,01:32:29,FRA,BUL
2016-10-11,12:12:01,Shanghai,Singles,ATP,64,Novak Djokovic,Fabio Fognini,0,DSSsS;SRSRrD;SSAs;SsrrSS;srSss;RSSss;rDsRssAS;rrSSSS;SrsRSrDSSrAS.SRSrsDDSSrsRRR;sRrRD;srsrSS;SrsRSrSS;SRSSDrSs;rSSsS;RrRD;sSAS;rrDD,6-3 6-3,1,R32,Hardcourt,01:15:55,SRB,ITA
2016-10-11,12:51:32,Shanghai,Singles,ATP,64,Jo-Wilfried Tsonga,Janko Tipsarevic,0,rsSRSA;SRrRSsss;ASss;SSSRRS;SRSSs;SrrSrr;sSsS;SDSSrS;SASrRS.sSRsS;rSSSs;rRsSSrrsRsSDSS;rDRSsASS;RsSSS;ssSrRRDr;rSrrr;SrssS;RSrRSSSs;rSSsDs;rSSSs;SRSsA;S/ss/sS/Ss/SS/rS/rR/s,6-3 7-6(6),1,R32,Hardcourt,01:40:54,FRA,SRB
2016-10-11,13:07:12,Shanghai,Singles,ATP,64,Kevin Anderson,Gael Monfils,0,SSArS;RArssS;SSsS;SSSs;RsrsRSrSsrsS;sRSRSS;SsSRs;DsAsS;SsRsS;SRSsRs;RrDAAsRR;sSSrRrRSrr;R/Rr/rA/Ss/RS/SA.SRSsS;ArAsRs;ASSrS;sAsA;rSrASs;AsSs;SSrsS;RsRRsR;SSrDsDrSSS,7-6(4) 6-3,1,R32,Hardcourt,01:33:00,RSA,FRA
2016-10-11,14:14:05,Shanghai,Singles,ATP,64,Marin Cilic,Alexander Zverev,0,rSSSrA;SAsS;SSSs;rSsSA;ssSS;rsSRRSSs;SSsRRS;RDsSDSArrR;SsDSrA.SrRSSRsRsrSRSrSRSS;SsSS;SsSrS;srSRsrRsRSAS;sRSRDASs;sRRsrSrr;RSSDSs;rADsSS;ASRSS.SRRsSA;SSSRA;SAsA;sDSsS;SrSRRr;RSSADS;rRrR;SsSRrS,3-6 6-3 6-2,1,R32,Hardcourt,01:53:52,CRO,GER
2016-10-11,7:10:21,Shanghai,Singles,ATP,64,Yuichi Sugita,Marcel Granollers,0,RSRrsR;SSSS;SRRsSS;RRrD;sSRSRRRSRSRSrSSS;ssAs;SRRRSR;ASRsrRsRsS;SssS;SsRrrr;SrrRR;SrsSRRAs.rSSRRssS;RRsSSs;sSrSA;SSSS;RASSS;SSSrS;SRSSRrrr;SASS;SSSRrrSrSs;ArRsrr;sSrsrS;SsRRrsSRsS;r/sS/SR/AR/Rr,7-5 7-6(2),1,R64,Hardcourt,02:14:36,JPN,ESP
2016-10-11,7:13:15,Shanghai,Singles,ATP,64,Lucas Pouille,Fernando Verdasco,0,SrSss;SSsA;sASrS;DSSDRSDSSS;SSAS;DRRsr;RSsRss;rSssS;rSSSRs.RrRD;SssA;sRssS;rSRssA;rRASSA;SSSS;SSsS;SSsS;RRrSr,6-3 6-3,1,R64,Hardcourt,00:58:11,FRA,ESP
2016-10-11,7:14:09,Shanghai,Singles,ATP,64,David Ferrer,Feliciano Lopez,0,sSSS;sDrSAS;rDSsrR;RrAAARrSRASRAS;SSDsRs;RRrSSR;RSSSs;SRrrSARSsS;srSSS;SrSSs;RSARsS;RArASA;R/Sr/Sr/Ss/RS/A.SRASrs;SRSSRs;srRrR;sSSA;RRSSSS;sSSRS;SDSAS;sRSSA;rSAsA;DsSrAS.ASsS;SsRsS;sARSS;RrrSSssRSRRsSS;ASRSS;rSSsA;SsRSs;SSSS;AsSS;SASDRRrsrSSS;rsrSArsS;SSSs;S/Ss/SS/SR/Ss/Sr,7-6(3) 4-6 7-6(4),1,R64,Hardcourt,02:30:40,ESP,ESP
2016-10-11,8:29:01,Shanghai,Singles,ATP,64,David Goffin,Juan Martin Del Potro,1,SSRSs;SSSA;rSSSS;SSAs;rRSSSA;RAArSs;RArSDr;sssA;SSDSrs;SsSs.rDrSSR;ASSrRrsS;RSsSrrSA;ASrDrsrr;ssrRSS;rSArSS;SrASrrSS;SDrrR;sRsRrSSDSS.SSRsS;SAsA;rsRSrR;sRrRSSrR;sSRRrr;RsSRRssS;ASrSrs;SDrRsR;RSRSSs;SRsss;rsRsRR;srRSAA,6-4 3-6 5-7,1,R64,Hardcourt,02:18:10,BEL,ARG
2016-10-11,9:44:40,Shanghai,Singles,ATP,64,Guido Pella,Jack Sock,1,SSSS;ASsrA;DSSSDS;SSSA;sSSrS;SsRSS;SSsA;ASSS;SsRDSS;SRsSrS;SArSA;sAADS;S/Ss/Rr/Ss/sS/A.SRrSSs;RRrR;rrsrsSRSSs;SsSS;rSrrr;sASRrS;SSSs;SSss;SSSS;RRssRsSA;sSArS;ArSRrSDr,6(3)-7 5-7,1,R64,Hardcourt,01:30:15,ARG,USA
2016-10-11,9:57:01,Shanghai,Singles,ATP,64,Sam Querrey,Nick Kyrgios,0,SASA;AAsDs;ADARss;SSrRAA;ASAS;RAsSA;SrrrR;SrSsDA;RrASSS;DrAsSrSs.ASsrs;DASSS;DsSSrs;SrRSSS;rSsSA;AASRS;DrsRSr;ARAsA;SrAAS;SSSS,6-4 6-4,1,R64,Hardcourt,00:53:35,USA,AUS
2016-10-12,10:36:09,Shanghai,Singles,ATP,64,Vasek Pospisil,Grigor Dimitrov,0,rSASs;SsDrSrrD;srSSS;SAsS;SDrRR;SSsDrA;SDSRsS;SRsSA;RrsAsA;SRSsS;RsrSrssrSRSS;SDsRSRSrRr.SSAs;SSsS;rsAsrS;SSADs;SAAS;SDsSS;RDSSrSsS;SSrRArSRArSS;RsSsrS;SRDsArSRSS;AsSRRs;rSsSS;S/SR/SS/SR/sS,7-5 7-6(2),1,R32,Hardcourt,01:43:28,CAN,BUL
2016-10-12,10:56:18,Shanghai,Singles,ATP,64,Nick Kyrgios,Mischa Zverev,1,RRArD;SrSrSs;SSSRRS;SSSRS;SRSSRRSRRR;SAsA;SSRRSS;RRssARRSRr;RRAsRr.SrRSSA;SRsRSRSS;SSAA;DSSRSDRR;SSRSS;RRSRR;SAss,3-6 1-6,1,R32,Hardcourt,00:48:06,AUS,GER
2016-10-12,12:05:49,Shanghai,Singles,ATP,64,Lucas Pouille,Nicolas Almagro,0,RASDsS;sSSA;SrsSrS;ASSRDS;SsSA;sRRSRr;rrRD;RRSSRSSS;rSSSrS;SSRDSRDR.SSSS;RRrSR;SSRAA;SrASDA;RDSsRR;SSAS;SAAs;SsAS;AAsRs;sSrss;Ssss;sssS;S/Ss/SS/Ss/sS/SS/sA/Ss/ss/SS/sS/r,6-4 7-6(10),1,R32,Hardcourt,01:30:09,FRA,ESP
2016-10-12,12:13:13,Shanghai,Singles,ATP,64,Rafael Nadal,Viktor Troicki,1,rRSRSSSs;SDArsA;sSRss;SsAS;SSsRrS;SrsSs;SSRsRrRR;sDSsA;sRSrRR.SsrsA;sRssS;RSSSrrsS;sSSA;SsAS;SSSS;SArSS;RRSSsRss;rRsSAA;RsRSrSSs;ASAs;SSSRS;R/RR/SS/Sr/rS/R,3-6 6(3)-7,1,R32,Hardcourt,01:33:56,ESP,SRB
2016-10-12,12:35:48,Shanghai,Singles,ATP,64,Taylor Fritz,Roberto Bautista-Agut,1,SsSS;sSSS;SSSRRS;SSArrS;rAARsRRSrsrSARRSrSRsrSRr;DrrsSSrSSRSA;RRsSrSSS;RSSSS;srSrAs;SssS.sSsA;SRRsRSRsSRSS;SSrSS;SSSRRrrSSA;SSSrs;SSsS;SSSA;SSSs;RSrrR;rsSSS,4-6 4-6,1,R32,Hardcourt,01:33:45,USA,ESP
2016-10-12,14:13:07,Shanghai,Singles,ATP,64,Andy Murray,Steve Johnson,1,SDssRRRssS;SrSsRs;SSDSs;RSRSRSsS;rSRSAS;DrRr;ASSS;rSSRsS;SSrsS.SSSRS;rSSsrS;rrRSSr;SRASRs;SrsSrrrr;SSSRS;SrRSSs;ssSrs,3-6 2-6,1,R32,Hardcourt,01:14:32,GBR,USA
2016-10-12,7:10:02,Shanghai,Singles,ATP,64,Tomas Berdych,Marcel Granollers,0,SRrsrSSs;ssDDAS;rSSsS;SsRArs;RSsAs;RRSSSs;SrSSs;AAsA;SSsRs;rSRSSs;sRRSSrsA;RsSSA;A/sS/SS/RS/RR/ss.sSArs;ARDrSsSS;SRSSA;ADSsrS;srSRSs;srRSSs;RRSAAs;ssRsS;RSssRS;RSSRsS;SsDSs;srrsSS;S/rR/ss/RA/s,7-6(4) 7-6(1),1,R32,Hardcourt,01:43:01,CZE,ESP
2016-10-12,7:10:11,Shanghai,Singles,ATP,64,Stan Wawrinka,Kyle Edmund,1,SrSSS;SsSA;AsSS;SrRsSS;sssS;SSsS;SsSs;rrrR;SSSs.RrSSRR;SSSrS;rrSRsSrssS;SsRRrr;SSSRrs;sRSSs;SsSDS;AsSS;srSrRR;RRSRSSRSsS,3-6 4-6,1,R32,Hardcourt,01:01:02,SUI,GBR
