date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,server1_ioc,server2_ioc
2016-06-17,19:18:38,London,Singles,ATP,32,Bernard Tomic,Gilles Muller,1,SSSRS;SSRAS;SSSS;sAAA;SSRAA;SSAA;SsSs;ASrRSA;AsAS;rsrsrSrSRAAA;ARASA;sSAS;r/DS/AS/Ar/SS/SS/S.sAAA;ASSA;ASArS;sSSS;rsARSRsS;SrsARs;sASDs;SsSA;ASAA;RRSsRr.rARrr;rRsSRSrSSS;RRrr;SSSA;sARrRSDSRSsA;SSArS;SSSs;ArSrRssA,6(5)-7 6-4 2-6,1,QF,Grass,01:31:28,AUS,LUX
2016-06-18,12:13:14,Halle,Singles,ATP,32,Roger Federer,Alexander Zverev,1,sArAS;AsrsS;SSrSS;SSss;DSSSRS;SSsS;SrSSrS;RSSSs;sSSS;SrSSs;SSsRA;SSSS;s/SS/RS/rS/rS/AS.sSRSrA;RssSs;sDSDSRsS;rsrSSS;SSSs;SSrrSs;RAsSs;SsRDrASrRASs;RsrRSSRSAs;sSsRrS;SRrDsR;ASrSS.sRSrSRDsSA;RSsrSS;RSrARSsS;Asss;srSSS;RSRRr;RASSs;sSRrsS;sSSS,6(4)-7 7-5 3-6,1,SF,Grass,02:06:00,SUI,GER
2016-06-18,14:26:26,London,Singles,ATP,32,Marin Cilic,Andy Murray,0,rASSs;sSArRS;RRrsSR;SRrrSSrSrSAs;RsRSSS;ArSAS;ASss;SSRsS;RrrR.rSsss;rSrsSs;SSARRrSrRAsS;sASs;SRSrSA;ssRSS;ARrRR;RRRSSsSrAA;RSSAS;RASrss.SDSAS;rsrrR;SSSs;sDSsA;SSAs;ssSs;ASSrS;SRRSSRRASRSrSrrSss;sSAA,6-3 4-6 6-3,1,SF,Grass,01:58:10,CRO,GBR
2016-06-18,15:09:57,Halle,Singles,ATP,32,Florian Mayer,Dominic Thiem,1,RsssS;rRASSRSs;SSSA;SrRRssrsrr;sSss;ssSA;SsrSS;SRrssRrsrsSA;AAAA.RRSDSR;sRRsSS;SARSDDsS;SSss;ASSRRA;rRrR;rARADr;SsSS;SRSRrsRSSs;SSrSRS,3-6 4-6,1,SF,Grass,01:05:34,GER,AUT
2016-06-18,16:44:56,London,Singles,ATP,32,Bernard Tomic,Milos Raonic,0,SsAS;SAsS;SSSS;ASARs;SArSS;SsSS;SSRrSS;ArSSrS;rRSSSRDSDSrSrR;SsAs.srsrRSss;AsSs;sSSRS;SSADS;SRrRD;rSSAS;SSSs;ARRsRSAs;SSSS;srAARS,6-4 6-4,1,SF,Grass,01:02:37,AUS,CAN
2016-06-19,15:31:26,London,Singles,ATP,32,Andy Murray,Milos Raonic,0,SSArRDSS;SSSA;ssSS;DSArsS;SSSS;sSAA;sSSS;ARSRAs;SrRSSs;SRSrAs;rSSRSS;SSsS;R/SS/SS/Ss/As/RS/R.SSSS;rSRRR;SsSS;AssS;srARsRRR;SSrRSS;rSDRAr;SrsSS;SRSSS;SrSSS.SrSDrr;rSSSRA;rSsAS;SSsrS;ASSS;SSrSA;RSSSA;SSRAs;RArRSSARRR,6(5)-7 6-4 6-3,1,F,Grass,02:13:08,GBR,CAN
2016-06-20,16:45:35,Nottingham,Singles,ATP,64,John Millman,Thomaz Bellucci,1,RrSSSRSRrR;SRrsss;RsSSRS;SSss;sSRSRS;ARSrRSSS;ssSS;SrSrrr;RSRASRRSSrSs;RAsArs;RSrsSs;srRSSS;S/RA/sS/rS/Sr/Sr.RSsSs;RSRRsr;sRASrS;rRssSA;sRASA;SRRSSrsS;rSSArrrsDSRsAA;RSSRSrSrSRrR.rsRSSA;SSRsS;RSRsSs;SRRSSs;SrDARSRArR;RSSrSS;rrRSsr;ssrRsS,6(4)-7 6-2 2-6,1,R64,Grass,02:12:37,AUS,BRA
2016-06-20,19:15:05,Nottingham,Singles,ATP,64,Alexander Ward,Frank Dancevic,1,sSSA;ARSsrDrsSS;AsRDSRDSsA;ASSS;SsSS;SSRSRS;ASss;SSrSS;RsSSA;SrsSs;sArSS;SRSsS;S/Ss/SR/AA/rS/S.rrssSs;SssRrS;SSrSA;rRRr;AsSA;RRSRSsSA;RrSSRr;SSARDRRsSS;rrSSAS;RSrSSs;SSRAS;SSSs;r/Rs/Sr/rs/RR/S.sDSRSS;ADSrSs;rSrSrR;SDASA;SrRSrr;SRrrSSRsAs;RSsrrSRsrSRSSS;sSSs,6(3)-7 7-6(3) 2-6,1,R64,Grass,02:08:49,GBR,CAN
2016-06-20,19:17:26,Nottingham,Singles,ATP,64,Kyle Edmund,Lukas Rosol,1,RsSDSs;SRDsSS;SSADS;SRsRAS;rARSAS;DDDSSSSS;RrSASDss;RSssrrsS;SRsrsA;RSsSrRRr.SsSs;SRSSS;DSSRsA;rRsRsSRD;DArSrSSDSRsS;SRSsS;SASS;rSRsSA;RssSS,4-6 3-6,1,R64,Grass,01:08:52,GBR,CZE
2016-06-20,20:41:36,Nottingham,Singles,ATP,64,Denis Istomin,Damir Dzumhur,1,SSsS;RRsSSRRsSRRR;SrsSs;srSRsS;DrSSDsSS;RrSrr;sssS.SDSSs;SSSs;rSRsSRARRsSS;sRSAs;DrSSrAsS;sRSsDS;rSSRrSSRSs;SSsS;sSSS;SrSSrs;RSSSRS;DrSSSA;S/RR/Rr/SS/sS/Dr.SSSS;ssRRDSSs;sRrsss;SSSRS;SSAS;SrSSS;SSSs;srrSrSrSSs;RSARrr;SSsrS,6-1 6(4)-7 4-6,1,R64,Grass,01:46:53,UZB,BIH
2016-06-21,12:11:45,Nottingham,Singles,ATP,64,Ernesto Escobedo,Sam Querrey,0,ArSrRr;sssrA;SrsSS;AAARS;rSsSA;DSsSA;SSSrrRsS;SSDArS;ssrrSRSA;rASrAA.RsSsrRSA;AAss;SSSA;ArSss;SAsDs;RrrSsSAA;rSRrSR;SSSS;SRSSA;SAsS,6-4 6-4,1,R32,Grass,00:58:07,USA,USA
2016-06-21,13:12:30,Nottingham,Singles,ATP,64,Gilles Muller,Jiri Vesely,0,ARsSrs;rASRsRsS;sSRDsS;sSSA;SSSs;sSRSrS;sARSA;rssDSS;SASS;sRSSS;ArAAs;SSsS;A/Ar/SS/Ds/sS.SsSA;RRSRsSSRrSSs;SSSS;SSAA;SRRrr;SSsA;SrRRR;ASsA,7-6(2) 6-2,1,R32,Grass,01:21:07,LUX,CZE
2016-06-21,13:25:00,Nottingham,Singles,ATP,64,Evgeny Donskoy,Marcos Baghdatis,1,ARDSrSSRrSsA;ASSS;SrSRRsss;SAAS;RDSSRSSS;sSss;RSRSSS;sRAsS;RSrSSs;SSsA;RRsRD;sSSRA.RSsSS;RSSsRs;rSSSRRrR;SSSs;rSSSS;rDAssrsS;rRrR;ArRRsSAs,5-7 2-6,1,R32,Grass,01:10:19,RUS,CYP
2016-06-21,15:40:15,Nottingham,Singles,ATP,64,Daniel Evans,Ricardas Berankis,1,rSSrSrSS;RrssSrSs;AsSS;sSSs;DsrSrSSRRD;SASS;rRRSSARD;sRRSSA.sAss;ssss;SssS;SSsrS;sSSS;SADRsRSS;RSsrSrsrRSAs;SRRsSS;ASrrss;RSsSS;sSRrSRss;rSRSSRSRRSRssS;A/Sr/sD/SR/SS/r.RrRAR;SSsS;RSSss;SSRSS;SsRDsRsRDsSS;ArSsS;srrRSr;ARSsrS,6-2 6(3)-7 2-6,1,R32,Grass,02:04:56,GBR,LTU
2016-06-21,16:44:34,Nottingham,Singles,ATP,64,Vasek Pospisil,Damir Dzumhur,0,SSSS;rSRsRr;ArASrS;SARsRS;SAAs;sRrRsR;SSsS.rRSSRSRSrR;ssrAS;RRsSSs;RRSSsS;sSSRS;SSRSS;sDRSSs;RsSSS;SRRSSS;AsArS,6-1 6-4,1,R32,Grass,00:51:39,CAN,BIH
2016-06-21,18:03:06,Nottingham,Singles,ATP,64,Kevin Anderson,Ivan Dodig,0,SrDSSs;rsSArs;rsrsss;SASrRRSrSS;sRssrrSS;SRRSAS;AAss;SDrDR;rrAASS.ssSS;DSSRSRArss;ArrSSS;sDSSS;SASrS;AAAA;SsrSRrSA;RsSAS;RSSSRs;AASrDs;SAAA;srAss;S/ss/SS/rA/DS/RS/s.ssDSA;RSrsRSsS;rSSrAS;SSArA;SSsRRRARAs;RSsSA;ssrRSA;rSSDrR;SsAA,6-3 6(5)-7 6-3,1,R32,Grass,02:06:25,RSA,CRO
2016-06-22,12:13:10,Nottingham,Singles,ATP,64,Andreas Seppi,Adrian Mannarino,1,SSrSs;RsArRSrR;SSSRs;ARrrR;ARRSSRrARAAs;SSSS;rSrDR;ARADRR.SsSs;SSrSS;ssSs;SSrSS;SRSsrRss;rSsSRA;SRsAS;rSSRSRRSsrrR;SRrSSRSRsRrsSRRsrSsRSRsS,2-6 3-6,1,R16,Grass,01:09:38,ITA,FRA
2016-06-22,13:11:02,Nottingham,Singles,ATP,64,Sam Querrey,Marcos Baghdatis,1,AsSs;SDSrRD;ssRsRS;sSsS;ASrAs;RSrRsr;SSDSRs.SAsrS;SSsrA;sSRsS;sSSs;Ssss;RrssSRSA;sSSA;ASrrSS;SsRSrs;ArSsRDss;SDASrs;ASsRs;A/ss/rR/RS/AA/rs/AS/Ss/ss/R.rSSsrRRR;SSRrARSrSS;SArAA;SSSs;sSSS;srrrsSArsS;RSASS;rsDRR;SSrDRr;DRSSSs,6-1 6(8)-7 4-6,1,R16,Grass,01:50:32,USA,CYP
2016-06-22,13:38:18,Nottingham,Singles,ATP,64,Dudi Sela,Benjamin Becker,0,SRSsrS;rSSSrRRsSDSrsS;SRsss;RSRrSSrD;SSSRRS;SSSrA;SSSs;SrSDAS;RSRSrsRAsrsRss.AsDSS;sssDRS;SASs;sSRRrr;SSrSS;rSSSS;SrrSSS;SrSDrR.SADrRssS;SsrRsS;rrrR;SAARS;SrRRsr;rRrSsr;sSSs;RRAsrSSS;SDSSDS;RRrsSsrsSrRSSRss,6-3 2-6 6-4,1,R16,Grass,01:43:20,ISR,GER
2016-06-22,15:20:59,Nottingham,Singles,ATP,64,Daniel Evans,Pablo Cuevas,1,rrSrSSss;ARASS;SSSS;RRsRSsrSRssA;rDrR;ssrrRr;rRsssS;rRSRSsSA;RSrASS;sRrSSS;ssSs;rsrsSS;S/SR/SR/rA/sr/Rr.sAsrrrsS;ssAS;AsSs;SSrsS;srsSA;SSSS;RRSsRR;SSss;ARrSSs;RSRrSr;RSSSS;rSDssRSA;R/rS/AS/SS/SS/SD/S.ssrSS;rrsSSrrASS;RssSS;SsSA;srSRAS;SSAs;DSsSS;ssSs;SsRrSRRR;sSSrS,7-6(4) 6(5)-7 4-6,1,R16,Grass,02:24:00,GBR,URU
2016-06-22,15:37:14,Nottingham,Singles,ATP,64,Aleksandr Dolgopolov,Frank Dancevic,1,SSRSA;SrSRSrRr;SSSS;sSSRS;ArssA;sRSRSs;ARRRSADSrSRR;SrRRSR;SRsRAS.SRRRSSrsSS;SASA;sSsS;rrsrsSSS;RrrsSSRr;sAAs;sSRSS;SrrrR;SRsSS;DRSsAS;RSrSRr;SrAsDS,3-6 5-7,1,R16,Grass,01:05:06,UKR,CAN
2016-06-22,18:01:41,Nottingham,Singles,ATP,64,Gilles Muller,Mikhail Youzhny,0,RSSsRRAS;SrrSRR;rrDr;SRrDSsSRSs;RRRssssS;SDADAS;AssS;SSSS;rAsSrS;RssSs;SDrrSssRAS;srRSsS;A/Rr/Dr/SS/rS/AS.rSrRSSRR;RRSArSrr;RRRSSSSs;SsSS;SSRSs;SrRrsSss;ssSS;rASAA;rSRSsS;RsSSS;SRArSS;ArSSS;s/sr/Dr/SS/Ss/SA.ssSA;SSSs;AAAA;SsSDS;SrSRsRrsSrSs;rSSSS;SSsS;RrRR;ARrAAS,6(4)-7 7-6(4) 6-3,1,R16,Grass,02:35:40,LUX,RUS
2016-06-23,13:12:36,Nottingham,Singles,ATP,64,Gilles Muller,Aleksandr Dolgopolov,0,rSsSs;SDASs;ASAS;SSss;SSSrA;DRsrAr;SARSA;RRSSss;ArASs.RSssS;ArrDr;SRRRsr;rsSSrA;RrSSrsAs;SSrrsA;sRRSRSRssS;ADRSAS;rSRSrSRR;SrRSSrAA,6-3 6-4,1,QF,Grass,01:10:44,LUX,UKR
2016-06-23,14:43:41,Nottingham,Singles,ATP,64,Marcos Baghdatis,Pablo Cuevas,1,DDADAr;rRDR;srDRSSRr;SsRsrs;DSsArs;SASS;SSSs;SSrss;SADSrS;ASSRS.SAsD;rASSs;rSsSs;srASA;SASrS;RSSRsRSs;ASsS;srSrSrDssrrSAs;ASRrSrsA;DrRSR.SSRAS;RrSRAsSDsrRSsS;SssrS;rsSAS;srSSrA;RAASDS;SSAA;RSSSRRrSSRSs;sSSs;srsSrrRSSRSA;SSrrsRRSSs;SsSS;S/RR/SR/SS/RR/Sr/sR/RS/SD/S,4-6 6-4 6(8)-7,1,QF,Grass,02:28:05,CYP,URU
2016-06-23,17:26:58,Nottingham,Singles,ATP,64,Dudi Sela,Andreas Seppi,1,rsSrSs;SRSrSs;SSSS;RSRSsS;SssS;RSsSrs;sSss;sAsDrs;sSsS;SDSSRrSS;rrsrssSS;RrARR.RsSRSS;RSrsSrsS;rrSRsR;sDSSS;SrssRrSRsS;rssRsS;rSsSDS;SSSs;srSSS;SrsSS.sRssRS;SSRSs;SrrRR;sSSs;ADssRrSS;ArRSss;sSsS;SRsrsS;RrSRsSSS;SSARS,7-5 4-6 4-6,1,QF,Grass,02:02:02,ISR,ITA
2016-06-23,19:46:26,Nottingham,Singles,ATP,64,Steve Johnson,Kevin Anderson,1,AsSrS;ssAs;SSSs;sSSS;sRSRrr;SRrsAS;SASs;RrDAASRSAS;sRSsrs;SsDRrr;SRArrSSs;AASS;S/Rs/AS/Ss/SR/RA/RS/r.sASRS;sSrSrDDSsRSS;SSsS;RSSSA;SAARS;ssSS;SSDRSS;sAsA;AASs;SSsRS;SrSAs;SrrSRR.ASADs;RSSRAS;rASsS;ARASs;RSASrs;rSSSs;SArArA;AssS;rRsrr;RsASA,6(6)-7 7-5 4-6,1,QF,Grass,02:09:17,USA,RSA
2016-06-24,13:43:30,Nottingham,Singles,ATP,64,Gilles Muller,Pablo Cuevas,1,sSsS;RsASs;SSAA;RSsAS;AssA;rSRsrASA;rRsAARss;DSDrr;sArADs.SSRSS;SrsSs;SSSs;RASss;sSARS;SSAA;RSrSSrss;ssAA;rArrSSRsSs;SSSA;sSSS;rsAAA;A/Ar/SS/As/As/D.rDAASA;SrSSA;rrSSRSDsAs;AADSS;rSSRRSrr;sSAS;ssss;RsSrss;sArsDS;SArSrS,6-3 6(3)-7 4-6,1,SF,Grass,02:01:48,LUX,URU
2016-06-24,16:02:00,Nottingham,Singles,ATP,64,Andreas Seppi,Steve Johnson,0,SSAA;sSArS;RRSSrsSS;SSrRSS;SSSS;RSASDrsDAS;DsSRSS;rRSSAS;srSrRr;SRrArsAS.sSSrS;SrRsAS;rssRSrSRsS;SrAsA;RsSRAS;rSSsA;DRSSSRSs;srASrS;SDrsSDsrRR;SSSS,6-4 6-4,1,SF,Grass,01:20:26,ITA,USA
2016-06-25,17:23:25,Nottingham,Singles,ATP,64,Steve Johnson,Pablo Cuevas,0,ssSs;rSRsSA;sSDsA;ARrAss;SSSS;RSSsrrSA;ASRAS;sSDrSA;sSDRSrARSS;RSrSSs;SSrsRA;DSrSsDSs;s/SA/RA/rR/sr/RS/S.srsrSs;SAsS;RSrRR;AASs;RSSAS;srSRSS;rrSSrsSrSS;SDSRRR;SsAs;RSsSA;srrRr;rSSRSrSS,7-6(5) 7-5,1,F,Grass,01:32:53,USA,URU
2016-06-27,12:44:46,Wimbledon,Singles,ATP,128,Kyle Edmund,Adrian Mannarino,1,SSAS;rrSSSS;DsRrSR;rsSRDsSs;DDSRR;sRRArR;RSRrr;sRSsS.rRSRR;rAAArs;sRSsrA;SArss;SsSrS;SrrSAS;SRsSA;rsRSDsSS;SsDSrRsrSDSrSRSS;SSrrrD;RSsSrRRR;DDsSSrSs.RSDssrRSrR;ASSs;SDSDSS;DADrSR;RDASrsAA;rSASDrAs;SSsA;sSRSrA;rRsDr;ASSS,2-6 5-7 4-6,1,R128,Grass,02:03:15,GBR,FRA
2016-06-27,12:44:54,Wimbledon,Singles,ATP,128,Ivo Karlovic,Borna Coric,1,SRSSA;SSrSS;ASAS;SASs;rSARSs;SRsSS;rssSs;sSsS;AAAA;RSSSS;SRSsS;SSsS;R/SS/SS/SR/AS/SS/Ss/SS/Ss/R.sSSS;ASrAS;RSASS;sASs;SSsS;SSSA;RSRSRsSS;SRSRRSAA;SSAS;SrsSA;DRSsSS;SsrsA;S/SR/SA/SR/sr/AS/rS/sA/R.Ssss;SrssRs;SARsA;RSrSSs;RsARAS;SSSRS;sSSs;SSsRRS;RSASA;rRSrSR,6(8)-7 6(7)-7 4-6,1,R128,Grass,02:13:05,CRO,CRO
2016-06-27,12:45:14,Wimbledon,Singles,ATP,128,Pierre Hugues Herbert,Philipp Kohlschreiber,1,SRSADs;AAAs;RSsSA;ADsSs;SSRSS;sSAS;DsSSrs;ArsSRS;SSRss;SSSs;rrAssRSRDSSS;RsSrrR.sSSrRrSS;RsSDRr;ADASs;SSSS;rRsASs;SSss;SSrSS;SssS;SSDARs.sSDSrRSs;SDsrDr;SSAs;DsSSs;SsSs;ASSs;RASSs;SsSS;rSsDsS.SSSs;sRRRSr;RsRSSRss;SsAs;RSSSRA;Ssss;DSssS;SrASS;sssS,5-7 3-6 6-3 3-6,1,R128,Grass,01:56:17,FRA,GER
2016-06-27,12:45:20,Wimbledon,Singles,ATP,128,Marin Cilic,Brian Baker,0,SSsrA;SsSS;sArSS;DsSSRS;SsDSS;SsrSRS;ASss;rRDr;RSsrAs.sRsSRs;SRSss;SRrAsRAS;SrrSRArSRsrASrSA;ssSRRA;SDDDsssS;DSSRsS;RSsAs;sSSRrrSA;sAAA;RSrrsR;AAAS.rrRSR;SrSSA;SSSs;rssSrA;DSsRSrrsRsSS;SrSSs;sSDsS;rSASA;RRsrr,6-3 7-5 6-3,1,R128,Grass,01:50:42,CRO,USA
2016-06-27,14:04:18,Wimbledon,Singles,ATP,128,Gilles Simon,Janko Tipsarevic,1,rrRSsSsRRr;SSSs;DsRsSs;rSSsrrRR;RRssRASS;SsSDs;RSSrRR;ASrSs;ASsRS;SSDRArAS.srRSsS;SASS;RsSSRs;SsSrRS;Ssss;sSrSrS;SSsS;SrRsSDSs;rSSrSs;RrRR.sSsRrS;RssrAS;SSSA;rrsrSSSRsRRsss;SRSrSrSRRR;SrSrSs;SsrrSs;SRADrr;rSRsrSSS;SsSs;RsSrSDSRARrSrSSrSS;RSSrrR.rRASss;sSrSRrss;ssRSrrSRsA;ssss;sSsS;sssrRs;SRSRss;RrRR;sRSSRrrSsS,6-4 4-6 5-7 3-6,1,R128,Grass,03:30:26,FRA,SRB
2016-06-27,14:10:14,Wimbledon,Singles,ATP,128,Novak Djokovic,James Ward,0,SAAS;srsDDSSrRR;RRRsSSRsSS;rsArsrSrRr;SSSRS;RADRD.SsSS;srRrr;sAAs;rSSAs;rrrSR;SsSrrS;ssrSS;RrRsASsS;rsSsRs;sRrSAs;RSrsArRSRSrSSS;RArASRSS;s/Sr/SS/Rs/SR/R.sSSA;sSDsS;RRSSRR;sSSS;rSsrSrSrDSARsRSS;sSrSA;SsSA;SSrSRrsS;SRsSs;sRSSA,6-0 7-6(3) 6-4,1,R128,Grass,02:03:24,SRB,GBR
2016-06-27,14:16:17,Wimbledon,Singles,ATP,128,David Ferrer,Dudi Sela,1,ssSDA;sSRrRSrR;ssSS;RRSSSRSs;sRsSS;SRsSS;sDsSA;SDRRr.SSsRRS;sRsss;rsRSSrsS;sRSRRr;SrSSS;RARrsSrR;SRsSS.rRRD;sRRSRSSS;SSSA;SSSRS;RRrSsR;SSSA;rSRRSR,2-6 1-6 1-6,1,R128,Grass,01:15:18,ESP,ISR
2016-06-27,14:57:15,Wimbledon,Singles,ATP,128,Grigor Dimitrov,Bjorn Fratangelo,1,ssSs;SRsrsrrSAs;SrSRsS;rSRSSs;SSSS;RsDSRr;sSrSS;Ssrss;SSDSrs.RsRSSrDR;SSSrS;SSSRs;sSSrA;SAAs;SsRSS;SSDrAA;SSsRS;Ssss;DsDSSs.RRDR;rsSSS;sSRSDs;SSRSs;RRsARSrR;SSSs;sSARrs;SDSRSS,3-6 4-6 2-6,1,R128,Grass,01:29:43,BUL,USA
2016-06-27,15:15:59,Wimbledon,Singles,ATP,128,Nicolas Mahut,Brydan Klein,1,sAArS;RSRsDSARss;sSSA;SSSrrA;SrssS;SSrsRs;sRrsSS;SArSs;sSrSS;RsrssA;sRssS;RSsSS;S/rR/SS/RR.SSRAA;SARSs;SSSs;SSsS;ASAs;sDSrAs;rSrsrSRArr;SSss;SrSDSS;SRASS.RrsSDr;sSSrS;RsDSsDSrSDDR;rsrSSA;SSrDss;rRSRR;SAARRrSs;SSDSs;ssrRAS;AsRss,6(0)-7 4-6 4-6,1,R128,Grass,02:01:18,FRA,GBR
2016-06-27,15:47:20,Wimbledon,Singles,ATP,128,Alexander Ward,David Goffin,0,rSRRsSSRDSSS;SSSDS;Drrr;SsSRs;SRSrss;sRSSS;DrrR;rSsSS.rRSsrsSRDSrSRssS;rSsSS;RrRr;SsSrS;SSSRS;SssS;RSrSRSSS;SssS;rsrSrr.ArArss;SRsss;SrrAAS;SRrrSSRr;sSAs;RSArSrSS;AsSS;sARrRR,6-2 6-3 6-2,1,R128,Grass,01:31:43,GBR,BEL
2016-06-27,16:29:40,Wimbledon,Singles,ATP,128,Sam Groth,Kei Nishikori,1,sDArsRARsRrsAA;RSRSsRsRSRSS;ssSs;RRrsSSSS;RRRAr;SRSSRS;SSSs;DSsRSS;AsSA;ssSrS.RRARD;RRRSSR;RsSRss;DssSrRSrSs;SrrssRrr;SSRRSS;RSsADs;rsDARSSS;RSRAsRRsrr.sSsRS;rSRrASrR;sRRRr;ASADRA;SSSRS;SSrSS;rSSsRs;SssA;SrSsRs;rSSSRs;rsRRsSSS;DrSDSsRr,4-6 3-6 5-7,1,R128,Grass,02:10:36,AUS,JPN
2016-06-27,16:32:53,Wimbledon,Singles,ATP,128,Milos Raonic,Pablo Carreno-Busta,1,sAAs;RSrrAsSS;AAsDA;sSrSRs;ASAA;rSRSSrsRSS;ARSSS;rSRSSs;AsAS;RASsS;SRSRss;RSSrsS;r/Sr/AS/SA/AA/RD.sRsSrS;RRAsAs;rrrR;SRDSRSRSSS;RRrSR;AsRrSs;rSSSS;ASArA.RSSSRs;SsSA;SRRRr;SrRSSS;SsAA;rARAAA;rRsrSsrsSS;SsSS;rrSRSSSRAs;rsSRARSRSrArSs,6(4)-7 2-6 4-6,1,R128,Grass,01:54:01,CAN,ESP
2016-06-27,17:33:22,Wimbledon,Singles,ATP,128,Ricardas Berankis,Marcus Willis,1,sRSSRRSRRD;RAARsrAs;RSsSRS;SsSRA;rRsSSs;SsSRS;ssSrRrSS;srSRRADSSS;rRrr.SsRDRSSrDSrASs;SRRSRsSS;srsSDrSDSA;RRDr;ArARDsRSRsSrSDRSDsrsDR;ASSA;sSAs;RrRSR;sSsrS.SsSrS;RSrSSDSrARSRrSRSSA;sSSS;SSSS;SrDRr;RSSRRSArSRAS;RRSRSSSRss;DRRSSsSrrsrsARSS;SrDsSs;rSssS,3-6 3-6 4-6,1,R128,Grass,02:01:11,LTU,GBR
2016-06-27,17:52:29,Wimbledon,Singles,ATP,128,Jan-Lennard Struff,Daniel Evans,0,rAsDRASs;SSARS;ssrrrArr;SsRrAS;SrADrSss;RsRSrR;RrSrSr;SrSSS;SDrRSsRr.SRSsrrSS;rSAsS;sssS;AAARrS;RRsSDsSs;AsAA;RSSss;rSsAS;SrrDSSSS;rSRsSrss;SRsRRsSRsS;SDSrSrSs;r/SA/SS/rR/DS/sA/sR/S.SrsRrR;sRRsSs;RSASA;SSSrA;SSrsS;SRrsSS;SssS;SrrRSsSs;SSRSS;srRRSsrR;sAsS;rSRRsArsSRSS;A/SA/sA/SD/rs/ss/SS/ss/r.RssSS;rrSSRsSS;rssSRS;DAsRSrSA;RSsRrASS;sSAA;srsSA;DSSRSA;SASA;ASsrS;DSsRsA;RArrAr,6-3 6(6)-7 7-6(7) 7-5,1,R128,Grass,03:17:52,GER,GBR
2016-06-27,18:21:53,Wimbledon,Singles,ATP,128,Ernests Gulbis,Jack Sock,0,SSRRSs;RRSrsSSrsRSs;RRAsSS;RSSss;ADRSSs;sSDSrS;RSRRR;SSAA;SDSSA;SSSDS.SRSDrD;ASsS;SRSrRsSS;SSSRS;DDSDsASs;SrRSSA;sASS;RSrSSS;sDsSS;rRsSRsSrSs.SSSrS;RrrR;sRsARS;SSDSRS;DsRSSrSA;SSSS;SRrRr;AsSS;DSRDR;sSSS,6-4 6-4 6-4,1,R128,Grass,01:33:00,LAT,USA
2016-06-27,18:40:23,Wimbledon,Singles,ATP,128,Gael Monfils,Jeremy Chardy,1,RSSsA;SsRsS;AsDrsA;srSrSRRSSs;SrSsRS;SASS;SsRSs;RsrSSA;SSRSrrsS;srSsS;SSrARs;sDsSA;S/Rr/SA/AS/Rr/rR.SDSSA;sArRRr;SsrrRSSS;RRSRR;SRDSSs;RSSRsRRR.RSsrRR;ArRSRSSrSs;AAARS;DASDSA;rrrSSSSrRSSrrSSS;SDsSRA;SSAA;SAAs;SSSS;RDSSAS.rsSRrSss;SDSrRsDArR;SrSSA;rRRSsr;SSSRs;SSAs;SSSS.SASrrRSS;SSSS;SrRASRrArR;SSsDs;rSSSS;sRSRsS;RRRr;RsSrSA,7-6(4) 0-6 6-4 1-6 2-6,1,R128,Grass,02:36:39,FRA,FRA
2016-06-27,19:26:48,Wimbledon,Singles,ATP,128,Roger Federer,Guido Pella,0,SSsrS;SrrSSS;SSRsrS;SSss;SsSrS;SsRss;SrssS;RRSrSsSs;SrssRS;ARSSs;sSSS;SASRS;S/RR/RA/RS/sr/sS/s.RRsrAsSRSrrSsRrSSs;SSAs;RSsrSs;rSsSs;rSssRrsrsS;AsrSS;sARrsS;SAAA;RDSRsSSs;SSRSS;ssAS;rrSSSS;R/SS/RS/Rs/RS/s.srASA;SRsSrS;rRSSSS;SSSS;SSAS;SRrSSrsS;SsSS;RRSRR;ssAA,7-6(5) 7-6(3) 6-3,1,R128,Grass,02:05:45,SUI,ARG
2016-06-28,12:37:29,Wimbledon,Singles,ATP,128,Dustin Brown,Dusan Lajovic,1,SSADS;sSSS;RsSRrsRSrR;AsSs;sRSss;rrSSSRRsss;SssRS;rSsRsS;sRRrSSrSSS;SrSAs.sSDSDS;DRrR;rRSsAS;sSRRsDSS;rSsSRS;sSsA;SAsA;RRSsSRAS;RSSss.SSsrS;sRSsS;rSSSRRSS;SrRrR;SrSss;ssSS;SrsRSS;SASRS;SssS.RSRrSSRSSDSA;sRSss;sSDSDS;SRRrSR;SSss;ASAA;SASrS;sAsS;RSRSSS.ArRsAA;SRSrSs;SRrsSRSS;SSSs;AAAS;SSSDs;RsRRR;sSRSS;SDRSsS;sSDRSs,6-4 3-6 6-3 3-6 4-6,1,R128,Grass,02:08:32,GER,SRB
