date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,status,server1_age,server2_age,server1_ioc,server2_ioc,server1_rank,server2_rank,server1b,server2b,server1b_age,server2b_age,server1b_ioc,server2b_ioc,server1b_rank,server2b_rank
2015-02-02,18:05,Zagreb,Doubles,ATP,Main,Mate Delic,Gilles Muller,1,SRRRR;SRRSSS;RSSRRR;RRRR;RSRRR;RSSSS;RRRR.RRRSR;RRSRSR;RRRSSR;RRRR;RSSRRSR;SSRRSS;RRRR;RRRR;SRSSS;RSRSRSR;RRRR;SRRRSR;S/RS/RS/RS/RR/RS/R.RSS/RR/RS/RR/RS/R,1-6 7-6(5) 2-10,0,R16,hard,1:07,,21.76,26.11,,,,,Nikola Mektic,Igor Sijsling,26.11,27.46,,,,
2015-02-02,18:55,Zagreb,Doubles,ATP,Main,Sergey Betov,Andreas Seppi,0,RRRR;RRRR;RRSRSR;RSSRSRR;SSRRSRR;RRRR;SSRRRSS;RRRR;SRRRR;RRRR.RRRSR;RRRR;RRSRR;RSRSRSS;RRRR;RSSRRSS;RRSSSS;RRSRR;SRSSRRR.RSR/SR/SS/RR/SS/R,6-4 3-6 10-2,0,R16,hard,1:03,,27.30,27.39,,,,,Aliaksandr Bury,Mikhail Youzhny,27.39,32.61,,,,
2015-02-03,13:10,Zagreb,Doubles,ATP,Main,Martin Emmrich,Ricardas Berankis,0,RRRSSSR;SRRSRSR;RRRR;RSSSRRS;RRRSR;RSSRRR;RRRR;RSRRSSR;SSSRRRS;RSRRSR;RRRR;SRRRR;R/RR/RS/RR/RR/RR.SRRRR;SRRSSRR;SRRRR;RSRRR;RSRRSR;SSRRSRS;RRRR;RSSSRS,7-6(4) 6-2,0,R16,hard,1:21,,30.13,33.54,,,,,Andreas Siljestrom,Adrian Mannarino,33.54,26.60,,,,
2015-02-03,16:50,Zagreb,Doubles,ATP,Main,Borna Coric,Marin Draganja,1,RRSRR;RSSSS;RRRR;RRRR;RSRRR;SRSRRSR;SRRSRR;RRRR;RRRR.RSRSRSR;RRSRR;RRSSRR;RSRSSRS;RRRR;RRSRR;SSSS;RSSRRR;SRSSRRS;SRRRSR,3-6 4-6,0,R16,hard,1:01,,18.22,30.09,,,,,Ivan Dodig,Henri Kontinen,30.09,24.63,,,,
2015-02-03,18:20,Zagreb,Doubles,ATP,Main,Lukas Lacko,Blaz Kavcic,1,SRRRR;SSRSRS;SSSRRRS;SRRRSSS;SRSRSRR;SSSS;RSSRSS;RSSSRRR;SRSRSS;SSRSS.RSSRRSS;RSRSSS;RSSRRR;SSSRS;SRSRSRS;SSRSS;RSSRRSS;SRSSS;SSRRRSS;RSSRSS,4-6 4-6,0,R16,hard,1:10,,27.25,35.95,,,,,Alessandro Motti,Franco Skugor,35.95,,,,,
2015-02-04,14:35,Zagreb,Doubles,ATP,Main,Gilles Muller,Marin Draganja,1,SRSSS;RSSSS;RSRRR;SSRSS;SSSS;SSRRSS;RSSSRS;SSRRRSR;RRSSRSS;SRSSS;RRRR;SSSRS.SSSS;SSRRSS;RSSRSS;SSSS;SSSS;SRSRRSS;SRRRSSR;SRSSS;SSSRRS;RSRSSS,5-7 4-6,0,QF,hard,1:09,,31.74,27.47,,,,,Igor Sijsling,Henri Kontinen,27.47,24.63,,,,
2015-02-04,16:00,Zagreb,Doubles,ATP,Main,Sergiy Stakhovsky,Andre Begemann,0,SRRRR;SSSRS;RSRSSS;RRRR;RSRRSSR;RRRR;RRRSR;RRRR;SSRSS;SRSRSRR.RRRSR;RSRRSR;RRSSRR;SSSS;RRRR;SRRSSS;SSRRSS;RSRSRR;RSRSSRS;SRSRRR;SRRSRSR;SRSRSRR;S/RR/SS/SR/RR/SS/RS/R,6-4 7-6(6),0,R16,hard,1:17,,29.08,28.98,,,,,Viktor Troicki,Robin Haase,28.98,27.83,,,,
2015-02-04,17:35,Zagreb,Doubles,ATP,Main,Robert Lindstedt,Jesse Huta-Galung,0,SRSRRSS;RSRRSSS;SSRSS;RRSRSSS;SSSRS;SSSS;SSSS;SSRRRSR;SSRRSRS.RSRSRSS;SSSRS;SSSS;SSSS;RSRRSSS;RSRSRSR;SRRSSS;RRRSSR.RSS/RS/RS/RS/SR/RS/SR/SS/S,6-3 2-6 10-8,0,R16,hard,1:13,,37.88,34.05,,,,,Marcin Matkowski,Dominik Meffert,34.05,33.82,,,,
2015-02-04,19:00,Zagreb,Doubles,ATP,Main,Fabrice Martin,Dino Marcan,0,RRRR;SSSS;SSSS;RSRSSRS;SRSSS;SSSS;SSRSS;SSSS;RSSRSS;SSRSS.RSSRSS;SSRRSS;SSRRSS;RRSSRR;RSSSS;RRSSRSS;SSSRS;RSRSSRR.SSR/SR/RR/SR/SS/SS/RS/S,4-6 6-2 10-6,0,R16,hard,1:07,,28.40,29.16,,,,,Purav Raja,Antonio Sancic,29.16,26.20,,,,
2015-02-05,12:25,Zagreb,Doubles,ATP,Main,Sergey Betov,Blaz Kavcic,0,SSRSS;SSSS;SSRSRS;SSRRRSS;RSSSS;SRSSS;SSSS;SSSRS;SRRSSRR;SRRSSRR;SRSRRSS;SSSS;S/SR/SS/SR/SS.SSSS;RSSSS;SRSSS;SSSRRS;SSSRRS;SSSS;RRRR;SRRSSS;RRSRSR,7-6(2) 6-3,0,QF,hard,1:13,,27.31,27.39,,,,,Aliaksandr Bury,Franco Skugor,27.39,,,,,
2015-02-05,17:30,Zagreb,Doubles,ATP,Main,Martin Emmrich,Sergiy Stakhovsky,1,RRRSR;RSSRSRR;RRRR;RRSRSSR;RRSRR;SRRRR;SRSSRS;RSRSRR;RSRRR;RRSSRR.RSRRSR;RRRR;SRRSSRR;RSRRR;SRRRSR;RSSSRRR;SRRRR;SRSRRSS;RRRR.SRR/SS/RR/RR/SR/RS/R,6-4 3-6 4-10,0,QF,hard,1:12,,30.14,33.54,,,,,Andreas Siljestrom,Viktor Troicki,33.54,28.99,,,,
2015-02-05,19:00,Zagreb,Doubles,ATP,Main,Robert Lindstedt,Fabrice Martin,1,RRRR;SSSRS;RRRSR;RSSRSRR;RRRSR;RSRRR;RRSRR;RRSRR;RRRSR.SRSRRR;RRRR;RSRRR;SRRSSRS;RRRR;RRRR;SRSRRSR;RRRR;RSRRR.RRR/RS/RR/RR/SS/RS/RS/RS/S,3-6 6-3 8-10,0,QF,hard,1:09,,37.88,34.06,,,,,Marcin Matkowski,Purav Raja,34.06,29.16,,,,
2015-02-06,14:10,Zagreb,Doubles,ATP,Main,Fabrice Martin,Sergey Betov,0,RRRSR;RSRRR;RRRR;SRSSS;SRSRSRR;RRRR;SRSSRRR;RSRRR;RRRR.SSRRRR;SRSRRSS;RRRR;SRSSS;RRRR;RRRR;RRRSSSR.RRR/SR/RR/RS/SR/RR/RR/S,3-6 6-1 10-6,0,SF,hard,1:00,,28.41,29.17,,,,,Purav Raja,Aliaksandr Bury,29.17,27.40,,,,
2015-02-06,17:10,Zagreb,Doubles,ATP,Main,Sergiy Stakhovsky,Marin Draganja,1,RRRR;SRSRRR;SRRRSR;SSRRRR;SRRSSRR;RRSRR;RRSRR;SRSRRR;RRRR;RRSRSR;RRRSR;SRSRRR;R/SS/RR/SS.SSRRRSR;RRRR;RRRR;RRRSR;RRRSSR;RSSRSRR;SRRSRR;RRSRR;RSSRSS;RRRR,6(0)-7 4-6,0,SF,hard,1:11,,29.08,28.99,,,,,Viktor Troicki,Henri Kontinen,28.99,24.64,,,,
2015-02-08,13:40,Zagreb,Doubles,ATP,Main,Fabrice Martin,Marin Draganja,1,SSSS;SSSRRS;RSRRSSR;SSSS;RSSSRS;SRSSRS;SRSSRS;SRSSS;SRSSRS;SSSS.RSSSRRS;RSSSRRS;RRRSSR;SSSS;SSSS;SRSSS;SSRSRS;RSSSS;SSSS;RSSSS,4-6 4-6,0,F,hard,1:05,,28.41,29.17,,,,,Purav Raja,Henri Kontinen,29.17,24.64,,,,
2014-02-03,21:45,Zagreb,Doubles,ATP,Main,Ivo Karlovic,Toni Androic,1,RRSRR;RRRSR;RRRR;RSRSRR;RRRR;SRRSSRS;SSRSS;RRRR;RRSSRSR;RRRSR;RRRSR;RSRSRR;S/RR/SS/RS/RR/R.RRRSSR;SRSRRSR;RRSRR;RRRR;RSRRR;RRRR;SSSRRS;RRRR;SRSRSRR;RSRRR.SRR/SS/SR/RR/RS/RS/SR/RS,7-6(3) 4-6 7-10,0,R16,hard,1:32,,34.93,,,,,,Franco Skugor,Marin Cilic,,25.35,,,,
2014-02-04,11:35,Zagreb,Doubles,ATP,Main,Dino Marcan,Johan Brunstrom,1,RSRSSS;SSSS;RRRSSSR;SRSRSS;SSSS;SSSS;RSSRSRR;RSRSSS.SSRRSS;SRSRSS;SSSRS;RRSRSSR;RSSSS;SSSS;RRRR;SSRSRRS;SRRSSS;RRSSSS;SRRSRSR;RSRSRSR;S/SS/SR/SS/SR/S,2-6 6(3)-7,0,R16,hard,1:17,,22.98,25.11,,,,,Nikola Mektic,Julian Knowle,25.11,39.77,,,,
2014-02-04,11:40,Zagreb,Doubles,ATP,Main,Frantisek Cermak,Marcelo Demoliner,1,RSRRR;RRRR;RRSRR;SSRSS;RSSRRR;RRRR;RRRR;RRRSSR;RSRRR.SRSRRSR;SRSRRR;SRSRSRR;RSRSSRR;SRRSRSS;SRSSRS;RSSRRSS;SRRRR;SRRSSRR;SRRSRSR,3-6 4-6,0,R16,hard,1:09,,37.22,32.31,,,,,Mikhail Elgin,Purav Raja,32.31,28.16,,,,
2014-02-04,13:05,Zagreb,Doubles,ATP,Main,Jonathan Erlich,Tomasz Bednarek,0,SSRRSS;SRSRRR;RSRSSS;SSRSS;SSRRSS;RRSSSRR;SSSS.SRSSRS;SSSS;SRSSS;SRSSS;SSRSRS;SSSRS;SRSRSRR;SSSS;SSSS;SSSS,6-1 6-4,0,R16,hard,0:56,,36.76,28.53,,,,,Lukas Rosol,Mateusz Kowalczyk,28.53,26.76,,,,
2014-02-04,15:45,Zagreb,Doubles,ATP,Main,Marin Draganja,Jesse Huta-Galung,0,RRRR;RRRSR;RRSRR;SSRRRR;RSRRSR;RRRSSR;SRRRR;RRRSR;RSRSSS;SRRRSR.RRSRR;SSSRRRR;RRRR;SSSRRRR;RSSRSRS;RRSRSR;RRRR;RSRRR;RRSRSSR;RSSRRR,6-4 6-4,0,R16,hard,1:07,,22.73,20.59,,,,,Mate Pavic,Frank Moser,20.59,37.37,,,,
2014-02-05,14:40,Zagreb,Doubles,ATP,Main,Marin Draganja,Jonathan Erlich,0,SRRRSSS;SRRRR;SSSS;SSSRS;RSRRR;RRSSRR;SSSS;SRRSRR.SRRRSR;RRRSR;SSRSRS;SRRSSRR;RRRR;RRRR;RSRRR;RRRR;SRRRSR;RRRR,6-2 6-4,0,QF,hard,0:58,,22.74,20.59,,,,,Mate Pavic,Lukas Rosol,20.59,28.54,,,,
2014-02-05,15:35,Zagreb,Doubles,ATP,Main,Ivan Dodig,Philipp Marx,1,RSRRR;SRSRSRS;RRRSR;RRRR;RRRSR;RSSRRR;RRRSR;RRSSSRR;SRRRSR.SRRSRR;RRRSR;RRRR;RRRR;RRRR;RRSRR;SSRSRS;RRRR;RRRR;SRRSSRR,3-6 4-6,0,R16,hard,0:55,,29.09,30.37,,,,,Marcelo Melo,Michal Mertinak,30.37,34.32,,,,
2014-02-05,16:05,Zagreb,Doubles,ATP,Main,Michael Berrer,Sergiy Stakhovsky,1,SRSSS;SRRSRSR;SSSS;SRRSSS;SSSS;RSSSS;RSRRR;SSSRS;SSSS;SSSS;SSRSRS;SSSS;R/SR/SS/SS/SR/SS.RSSSS;SSSS;SSSS;SSSS;SRSRSRR;RRSSRR;RSRSSRS;RRRR;SSSRS,6(4)-7 3-6,0,R16,hard,1:07,,33.60,35.84,,,,,Tommy Haas,Mikhail Youzhny,35.84,31.62,,,,
2014-02-05,17:35,Zagreb,Doubles,ATP,Main,Benjamin Becker,Jean-Julien Rojer,1,RSRSRR;RSRRR;RRRR;SSRRSS;RRRR;RRSRR;RRSRR;SSSRRS.RSRRR;RRRR;SRSSRRR;RSRRR;SRRRSR;SSRRSS;RRRR;SRRRR;SSSRRRR,2-6 3-6,0,R16,hard,0:57,,32.64,26.56,,,,,Daniel Brands,Horia Tecau,26.56,29.05,,,,
2014-02-06,14:20,Zagreb,Doubles,ATP,Main,Philipp Marx,Toni Androic,0,SRRRR;SSSRS;RSSRSS;SSRRSRR;SSSRS;RSSRSS;SSSS;SSSS;RSSSS;RSSSS;SSRRSS;SRRSRR.SRSSS;RSRSSRR;SRSSS;SSRRSS;RSSSRS;SRRRSSS;SSRSS;SSRRSS;RSRSRSS,7-5 6-3,0,QF,hard,1:15,,32.01,34.32,,,,,Michal Mertinak,Marin Cilic,34.32,25.36,,,,
2014-02-07,20:30,Zagreb,Doubles,ATP,Main,Marcelo Demoliner,Jean-Julien Rojer,1,RRRR;SRRSRR;RSRSRSS;SSRRRR;RRRSSR;RRRR;RSRRR;SSSS;RRRSR;RRRSR;SRSRRR;SRSRRSR;S/RS/RR/SR/RR/RS.SRRSRR;RRSSSS;RSSRRR;SRRRR;RRRR;RRRSR;RRSSSRR;RRRSR;RRSRSSR.RSR/RS/SS/SR/SR/SS/SS/R,6(4)-7 6-3 6-10,0,SF,hard,1:48,,25.05,28.17,,,,,Purav Raja,Horia Tecau,28.17,29.05,,,,
2014-02-08,20:10,Zagreb,Doubles,ATP,Main,Philipp Marx,Marin Draganja,0,SSSRRS;SSSS;SSSS;SSRSRRS;RSSSS;SSSS;SSSS;SRRSRR;SSSRS.SRSSS;SSSRS;RSRSRR;SSRSRS;RRSSSS;RRSSSS;SSSS;SSRSS;RSSSS;RSRSSS,6-3 6-4,0,SF,hard,0:56,,32.01,34.33,,,,,Michal Mertinak,Mate Pavic,34.33,20.60,,,,
2014-02-09,14:05,Zagreb,Doubles,ATP,Main,Philipp Marx,Jean-Julien Rojer,1,SRSSS;SSSS;RRSSSS;SSSS;RSSRSS;RSRRSR;SSSS;SRSSS;RSSSS.SSSS;RRSSRR;SSSRS;SRSSS;SSSS;RRSSSS;SSSRS;SSRSS;RSRRSR;SRSRRSR.SRS/SS/RR/SS/RS/S,6-3 4-6 2-10,0,F,hard,1:10,,32.02,34.33,,,,,Michal Mertinak,Horia Tecau,34.33,29.06,,,,
2013-02-06,17:20,Zagreb,Doubles,ATP,Main,Flavio Cipolla,Mate Delic,0,RSSRRR;RRRSSR;SRRSRSS;RSRRSSR;RSSRRSR;SSRRSS;SSSS;RSRRR;RRRSR;SRSSRRR.SRSSS;RRRSR;SRRSRSR;RRRR;RSRSRR;RRRR;SSRSS;RRRR,6-4 6-2,0,R16,hard,1:00,,29.30,27.98,,,,,Somdev Devvarman,Franco Skugor,27.98,,,,,
2013-02-06,20:05,Zagreb,Doubles,ATP,Main,Benjamin Becker,Santiago Gonzalez,0,SRSRRR;RRRR;RRRR;RSRRR;RSRSSRR;RRRSR;RSRRR;RRRR;RSSRSS;RSSRRR.RRSRR;SRRSRSR;RRRSR;RSSRSS;RRSRSSR;RRRR;SRSRRSR;RRRSR;RRSSRR.RSR/RR/SS/RS/RR/SR/SR/R,6-4 3-6 10-6,0,R16,hard,1:03,,31.64,27.54,,,,,Lukas Rosol,Scott Lipsky,27.54,31.48,,,,
2013-02-07,18:15,Zagreb,Doubles,ATP,Main,Flavio Cipolla,Benjamin Becker,0,RSRRSSS;RSRRR;RSRRR;RSSRSRR;SSRRRR;RRSSSRR;SSSS;SRRRR.RSSSS;RRRSR;RSRSSRR;RSRSSRR;SSSRS;SSSRRRR;RRRR;RRRR,6-2 6-2,0,QF,hard,0:44,,29.30,27.98,,,,,Somdev Devvarman,Lukas Rosol,27.98,27.54,,,,
2013-02-07,19:15,Zagreb,Doubles,ATP,Main,Aljaz Bedene,Julian Knowle,1,RSRRR;SRRSRR;RSRSRR;RSRRR;RSSSRRR;RRSRR;RRSRR;RRRSR;SRRRR;SRRRSSR;SSRSRRS;RRSRR.RSSRRR;RRSSSRS;RRRR;SSSS;SRRRSSR;SRRSRR;RSSRSRS;RRRR;SRRRSSR.RRS/RS/SR/RR/RR/SR/RR/RS/SR/RS/R,7-5 3-6 10-12,0,QF,hard,1:35,,23.56,31.99,,,,,Jaroslav Pospisil,Filip Polasek,31.99,27.55,,,,
2013-02-08,16:10,Zagreb,Doubles,ATP,Main,Flavio Cipolla,Julian Knowle,1,RRSSRR;RSSSRS;SRRSRSR;SRRSSS;RRSRSSS;RSSSS;SSSS;SSRSS.SSRRRSR;RRSRSSS;SSRSS;SSSS;RSSSRS;RSSSS;RRRR;SSSS,2-6 2-6,0,SF,hard,0:58,,29.31,27.99,,,,,Somdev Devvarman,Filip Polasek,27.99,27.55,,,,
2013-02-08,19:40,Zagreb,Doubles,ATP,Main,Jurgen Melzer,Ivan Dodig,1,RSRSRSR;RRRR;RSRSRR;RRRSSR;SRRRR;SSRRRR;SSSRS;RRSRR;RSRRR;RSSSRRS;RRSRR;SRRRR;S/RR/RR/RR/RR/SS/R.RRSRR;RRRR;RRRR;SRRRR;RSRSRR;RRRR;RRRSR;RRRR;RSRRSSR;RRRR;SSSRRRS;RRRSR,6(5)-7 5-7,0,QF,hard,1:16,,31.72,28.88,,,,,Philipp Petzschner,Mate Pavic,28.88,19.60,,,,
2013-02-09,19:20,Zagreb,Doubles,ATP,Main,Philipp Marx,Ivan Dodig,1,SRSRRR;SSSS;SSSS;RRRSSSS;SSRSS;SRSSRS;SSRRSRS;SRSSS;RSSSRRS;RSRRR;RRSRSSS;SRSSS;R/SR/SS/SS/SR/SS.SSRSS;SRSSS;SRSSS;SSSS;SSSS;SRRSSS;SSSS;SRRSSS;RRSRSR;RRRSSSR;RSSRRSS;RSSSRS;R/SS/RS/RS/RS/RS.R/SS/SR/SS/SS/SS/RR,6(4)-7 7-6(4) 3-10,0,SF,hard,1:30,,31.02,28.04,,,,,Florin Mergea,Mate Pavic,28.04,19.60,,,,
2013-02-10,14:40,Zagreb,Doubles,ATP,Main,Ivan Dodig,Julian Knowle,1,SSSS;RSSSRS;SSRRSS;SSRSS;SSSRRS;SRSRSS;SRRRSSR;SSRSS;SSRRSRR.SRRSSS;RSSRSS;SSSS;RRSSRSR;SSRSS;SSSRS;SSSS;RSSSS;SSRSS,3-6 3-6,0,F,hard,0:53,,28.11,19.61,,,,,Mate Pavic,Filip Polasek,19.61,27.56,,,,
2016-11-13,13:10,World Tour Finals - London,Doubles,ATP,Main,Bob Bryan,Ivan Dodig,0,RSSSRRR;RSSRRR;SSRRRSR;SRRRSR;RRRR;SRRRR;SRSRRR;SRRRSR;RRRR;RSRRR;RRSRSR;RSRRR;S/RS/RS/RR/SR/R.RSRRR;RRSSRSS;RRSSRR;RSSRSS;SRSRRR;RSSSRS,7-6(3) 6-0,0,,hard,1:08,,38.54,38.54,,,,,Mike Bryan,Marcelo Melo,38.54,33.14,,,,
2016-11-13,19:10,World Tour Finals - London,Doubles,ATP,Main,Jamie Murray,Treat Huey,0,RRRSSSS;SSSRRS;SRSRSS;RRSRSR;SRSSS;SRSSS;SRSSS;SSSS;SRRRSSR;RRRSSR.SRRRSSS;SRRRSSR;SSSS;SSRSS;RRSRSR;SSSS;SSSRS;SRSSS;SSSRRS;SSRRSRS;SSRSRS;SRRRSR,6-4 7-5,0,,hard,1:22,,30.75,34.71,,,,,Bruno Soares,Max Mirnyi,34.71,39.36,,,,
2016-11-14,13:15,World Tour Finals - London,Doubles,ATP,Main,Pierre-Hugues Herbert,Raven Klaasen,1,RSSRRSS;RSSRSS;SSSS;SSRSRS;RRSSRR;SSSRS;SRSSS;SRSSS;SSSS;RSSSRRR;RSSSRRR;SSRSRS.SRSSS;SRSSRS;SSSS;SRRSRSS;SRRSSRR;RSSSS;RRSSSS;SSSRS;SRSSS;SSSRS,5-7 4-6,0,,hard,1:24,,25.66,34.81,,,,,Nicolas Mahut,Rajeev Ram,34.81,32.66,,,,
2016-11-14,19:15,World Tour Finals - London,Doubles,ATP,Main,Feliciano Lopez,Henri Kontinen,1,RRSRSR;RRSSRR;RRRR;SRSSRRR;RRRSR;RRSSSS;RRRR;SRRRR;RRRR.RSRSRR;RSRRSR;RSRRR;RRRR;RRRR;RRSRR;RRSRSSR;RRRR;RRSRR;SRRRR;RRRSR;RRRSR;R/RR/RS/RR/RR/SR/RS/SR/S,3-6 6(7)-7,0,,hard,1:20,,35.15,34.29,,,,,Marc Lopez,John Peers,34.29,28.31,,,,
2016-11-15,13:10,World Tour Finals - London,Doubles,ATP,Main,Jamie Murray,Bob Bryan,0,SSSS;SSRSRS;RSSSS;SSSRS;SSSS;RRSSSS;SSRRSS;SRSRRR;SSSS.SRRRSSS;RSSRSS;SSRRSS;SSRSS;SSSS;SSRSS;RRRSR;SSSS;SRSSS;SSSS,6-3 6-4,0,,hard,1:03,,30.75,34.72,,,,,Bruno Soares,Mike Bryan,34.72,38.55,,,,
2016-11-16,13:10,World Tour Finals - London,Doubles,ATP,Main,Henri Kontinen,Raven Klaasen,0,SSRSRS;SSSS;SSSS;SRRSRR;SRRRSSS;SRRRSSS;SSSS;RSSSS;SSSS.RRSRSSR;RSSSS;RSSSRRS;SSSS;RSSRSRS;SSRSRS;RRSSSS;SSSS;SSSS;SRSSS,6-3 6-4,0,,hard,1:05,,26.41,28.31,,,,,John Peers,Rajeev Ram,28.31,32.67,,,,
2016-11-16,19:35,World Tour Finals - London,Doubles,ATP,Main,Pierre-Hugues Herbert,Feliciano Lopez,1,SSSS;SRSRSS;SRSSS;SSSRS;SSSS;SSSS;SSSRRS;SSSRS;SRSSS;SRRSSS;RRSSRR;SRSSS.SRRSRSR;RSSSRS;SRRSSS;RRRR;SSSS;SSRRSS;SSSRS;SRSSS;SRRSSS;RSSSRS;SRSSS;RRRSR.SSR/SS/SS/RS/RS/RR/RS/SR/S,5-7 7-5 8-10,0,,hard,1:39,,25.67,34.82,,,,,Nicolas Mahut,Marc Lopez,34.82,34.30,,,,
2016-11-17,13:10,World Tour Finals - London,Doubles,ATP,Main,Bob Bryan,Treat Huey,0,RRRSR;RSRRR;SSSS;RRRSR;RRRR;RRRR;RRSSSRR;RRRR;SRRRR;SRRRR.RRRR;RSSRSRR;RRSRSR;SRRRR;RSSRRR;SRRRR;SSSS;RRSRR;RRRR;RRSSRSR,6-4 6-4,0,,hard,1:00,,38.55,38.55,,,,,Mike Bryan,Max Mirnyi,38.55,39.37,,,,
2016-11-17,19:10,World Tour Finals - London,Doubles,ATP,Main,Jamie Murray,Ivan Dodig,0,SSRSRRS;SSSS;SRSSS;SSRRSRR;SRSRSS;SSSRRS;RSSSS;RSSSRS;RSSSS.SSSS;RSSSS;SSSS;SSSRS;SRSRSRS;RRSSSS;SSSS;RRRSSSR;SRSSS.SSS/SS/RS/SS/SR/RS/RS/S,6-3 3-6 10-6,0,,hard,1:13,,30.76,34.72,,,,,Bruno Soares,Marcelo Melo,34.72,33.15,,,,
2016-11-18,13:10,World Tour Finals - London,Doubles,ATP,Main,Pierre-Hugues Herbert,Henri Kontinen,1,RSRRSSS;SRRRSSR;RSSSS;SSSS;SSSS;RSSRSS;SRSSS;SSSRS;SRSSRRR;SSSS;SSSRS;SSRSS;S/SR/RS/RR/SR/SS/S.SSSS;SSSRRS;RSRRSSS;SSSS;SSSS;SRSRSS;RRSSSS;RSSSRS;RSRSSS;SRRSRR.SSR/SS/RS/RS/SR/SS/R,7-6(5) 4-6 4-10,0,,hard,1:33,,25.67,34.83,,,,,Nicolas Mahut,John Peers,34.83,28.32,,,,
2016-11-18,19:00,World Tour Finals - London,Doubles,ATP,Main,Feliciano Lopez,Raven Klaasen,1,RRSRSR;SSRRRR;RRRR;RRSRR;RRRR;SRSSRRS;SRSRRSS;RRSSSS;RRRR.SRSRRR;RRRSR;SSRRSRR;RRRR;RRRR;RRRR;RRSSRR;RSSRRR;RRRR;RRRR;SSRRSRR;RSRRR;R/RR/SR/RR/RR/RS/RS/SR/RS/R,3-6 6(8)-7,0,,hard,1:26,,35.16,34.30,,,,,Marc Lopez,Rajeev Ram,34.30,32.67,,,,
2016-11-19,13:10,World Tour Finals - London,Doubles,ATP,Main,Henri Kontinen,Bob Bryan,0,SSSRS;RSSRSRS;SRSSS;SSSS;SSSS;RSRSRSS;RSSRSS;SSRSS;SSSS;RSSRSS;RSSSS;SRSSS;S/RS/SR/RR/SS.SSSS;SRRSSRS;SRRSSRR;SSSS;RSRSSRR;RRSSRSR;SSSS;RSRSRSS;SSRSRS;RSSSS,7-6(2) 6-4,0,SF,hard,1:17,,26.42,28.32,,,,,John Peers,Mike Bryan,28.32,38.56,,,,
2016-11-19,20:05,World Tour Finals - London,Doubles,ATP,Main,Jamie Murray,Raven Klaasen,1,RRSRR;RRRSR;SRSRRSR;SRRSSRS;RRRR;SSSS;RSRRR.SSRRSRS;RSRRR;SSRRRSR;RRRSSSR;RRSRR;RRSRSSS;RSSSRS;RRSRSR;RSRRR;RRRSR,1-6 4-6,0,SF,hard,1:02,,30.77,34.73,,,,,Bruno Soares,Rajeev Ram,34.73,32.67,,,,
2016-11-20,16:40,World Tour Finals - London,Doubles,ATP,Main,Henri Kontinen,Raven Klaasen,0,SSRRSRS;SSSRS;RRSSSS;SSRSS;SSRRSRR;SRRRSSS;RRRSSSR;SRSSRS.SRSRSS;RRRR;SSSS;SRSSRRR;SRSSRRS;SSRRSRS;SRSRSS.SSS/SS/SS/SS/SS/SS/SS/SR/S,2-6 6-1 10-8,0,F,hard,1:13,,26.42,28.32,,,,,John Peers,Rajeev Ram,28.32,32.68,,,,
2015-11-15,13:10,World Tour Finals - London,Doubles,ATP,Main,Jamie Murray,Simone Bolelli,0,SSSRS;RRSSRSS;SSSS;SSSS;SSSS;SSSS;SSRSS;SSSRRS;SSSS;SRRSSRS;SSRSS;RSRSSS;S/SS/SS/SS/SS/SR/S.SRSSS;RSRSRR;RSSSS;SSSS;SSRSRS;RSSSRS;RRRR;SSSRRRR;SRRSSS.SSS/SS/SR/RS/SS/SR/RR/RS/SR/S,7-6(5) 3-6 11-9,0,,hard,1:41,,29.75,27.31,,,,,John Peers,Fabio Fognini,27.31,28.48,,,,
2015-11-15,19:10,World Tour Finals - London,Doubles,ATP,Main,Bob Bryan,Rohan Bopanna,1,SSSS;SRRSRR;SRRRSR;SSSS;RSSRRSR;RRRR;RSRRR;RSRRSSS;SSSS;RSSSS.RSSRRSR;SSSS;RRSRSSS;RSSRSS;SSSS;SSSS;SSSS;RSSRRSS;RSSSRRR,4-6 3-6,0,,hard,1:01,,37.55,37.55,,,,,Mike Bryan,Florin Mergea,37.55,30.80,,,,
2015-11-16,13:15,World Tour Finals - London,Doubles,ATP,Main,Jean-Julien Rojer,Marcin Matkowski,0,RRRR;RRSRR;RRSSSRS;RRSRSR;RRSSRSS;RRRSR;RRRR;RRRR.SRSRSS;RRSRR;SRRSRR;SRSRSS;RSRSRR;RSRRR;SRSSS;SRSRRR;RSSSRRR;RSSRRR,6-2 6-4,0,,hard,1:09,,34.23,30.82,,,,,Horia Tecau,Nenad Zimonjic,30.82,39.45,,,,
2015-11-16,19:10,World Tour Finals - London,Doubles,ATP,Main,Ivan Dodig,Pierre-Hugues Herbert,0,RSSSRS;SRSSS;SSSS;RSSSS;RSSSS;RSSRSS;SRRRSR;RSSRSS;RRRR.SSSRS;RSSRSS;SSSS;RSSSRS;SSSS;SRRSRR;SSSS;SSSS;SSRRSRR;SSRSS;SRRSSS;RSSSS;S/RR/RS/SS/RR/SS.S/RS/SS/SR/RS/SS/SS/SS/SS,3-6 7-6(4) 10-7,0,,hard,1:32,,30.87,32.15,,,,,Marcelo Melo,Nicolas Mahut,32.15,33.82,,,,
