date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,status,server1_age,server2_age,server1_ioc,server2_ioc,server1_rank,server2_rank,server1b,server2b,server1b_age,server2b_age,server1b_ioc,server2b_ioc,server1b_rank,server2b_rank
2017-02-04,18:15:15,Davis Cup Double Matches,Doubles,Davis Cup,,Luis David Martinez,Spencer Newman,0,SRRSAS;SSrSA;sSSrrS;RSrRR;RSASrRSRSs;rssrrSSrsS;SrsSRRDssS;SSRsS;sSSA.SArss;RRSsSRDr;RRRR;sSArS;ssArs;SSRSs;RssSS;RsSSRs;SrSSS;SRSSs;RSRSRR;SsSs.SDssDS;sRSrSS;SRRDsR;RRSSsS;DSRSRArSRr;RSSRSS;SSDDSRrR,6-3 7-5 6-1,1,QF,,02:01:55,,,,VEN,USA,,,Jordi Munoz-Abreu,Marvin Rolle,,,VEN,BAH,,
