date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,status,server1_age,server2_age,server1_ioc,server2_ioc,server1_rank,server2_rank
2017-02-03,15:12:11,Group II Europe/Africa,Singles,Davis Cup,,Lucas Catarina,Blaz Kavcic,0,rRSrD;RSDSSS;RsSRSS;sRSSS;RDrSr;RrRSSr;ssRSA;RsrRSR;SDRrR;DSRRSSSS.RsSss;rSDRR;SrsSrs;sSsS;SrSsrs;rSRrr;rRSrSssrrSrsDR;RSrRr.sSsA;SrRSrR;RDDsSR;rrRSSSAs;rRSSrARARr;ssrsS;rrSRR;rRRSsssS.SssRS;SDSss;rASDSS;DDRAr;SrAsrS;SrSRsRSDss;DrrsSr;SDRSss;srRRR;SsSS,6-4 2-6 6-2 6-4,1,R16,,02:46:05,,,,MON,SLO,,
2017-02-03,15:06:39,Group II Europe/Africa,Singles,Davis Cup,,Frederik Nielsen,Amine Ahouda,0,rsSsS;sssS;ssss;RrSrD;SRsSS;rRrSSsSRrr;SrsSS.sSSs;rrsSSS;sRRSss;ASsS;SSRSrrSRrD;SRSRAS;SSRAS;sssS;rRrr.DSSrsS;sRrSSRsRSS;ssDss;SSsS;SsSS;RsRSSRrr;SRSSs;rSSDsS;sSSS,6-1 6-3 6-3,1,R16,,01:21:09,,,,DEN,MAR,,
2017-02-03,16:44:48,Group II Europe/Africa,Singles,Davis Cup,,Viktor Durasovic,Mikelis Libietis,1,ASRrRsSS;DRsSDSrsSS;rSSrrr;SrrSSS;RsSSS;RRsRASSrrR;SRSsS;SSAS;SSRsS;sssA;DRSSsS;srRSrSSRSs;r/ss/SS/Ar/Ss/SA/R.RsSsRA;sSSS;ASrsRRsS;ssSS;SssA;SrsADS;SrAAS;rRsSSRSs;rSsrrD;rSRSsrsS.rRRr;RsSRSRSS;SRSRRR;SRSRRSRSSS;RSARRSDSsA;SSRSRRSRSrARss;RRDSr.SDRRSSRSrSsrrSsS;RsSrSA;sADsA;RrsrSsRsrSSs;ARssRrSS;sSARA;rsSSS;rsSSs;ssRrrSSrrASs;rARSsRSs;DsrSSrSS;SSSA;S/As/SS/sr/AS/r,7-6(5) 4-6 1-6 6(3)-7,1,R16,,03:07:19,,,,NOR,LAT,,
2017-02-03,16:57:29,Group II Europe/Africa,Singles,Davis Cup,,Tadas Babelis,Antso Rakotondramanga,1,sRsSRS;RSAsA;rSArRR;SSDrSS;sRArRsSrss;SSSRA;SsSs;SSSs;srSSS;SSArs.RDRr;ssSRA;RRsSSS;srsRsRSs;SsRSRrSRSS;SrRSSA;ssSrS;rSrSSA;SrSsrS;ssRSrS.rSSSrRRsSRrr;ARsrAs;sSrsS;ssRSRS;rsSSs;SrSAS;RSsSA;RssSA;SrSSrRSRRR,4-6 4-6 3-6,1,R16,,01:38:17,,,,LTU,MAD,,
2017-02-03,17:01:52,Group II Europe/Africa,Singles,Davis Cup,,Soren Hess-Olesen,Reda El Amrani,1,SrSrrSSRRSRR;ASSrDrrSRSsS;DRsSrsrsSS;ssrrSA;ssrSrRARDsRSsRSs;RRAASA;RrrSsR;RSrSSs.rSrRR;Rssss;SSsrS;SSSS;DSSrSRSS;SRSrrsARSrRr;SSsRA;DRsSrsSDrr;SSSrS.SSDss;SSSS;SSsDs;SrSSRRsS;ssSS;sSrsrRRR;sSSrRs;RsrRsr.SrsRSs;SASs;rSASS;rRrR;SDSSS;srSSs;RSRRD;SDSsS;rSrSSS;RSRSAS;rARrSSSs;SSSs;S/Rs/SS/Ss/sR/Rs/S,2-6 6-3 2-6 6(5)-7,1,R16,,02:28:04,,,,DEN,MAR,,
2017-02-03,18:29:46,Group II Europe/Africa,Singles,Davis Cup,,Grega Zemlja,Romain Arneodo,0,rsAss;ssRrrr;SssS;rSSsrRSrSRRSSRrSSS;ssARA;SSADrs;RSDSSs;ArrsrSSrSRSS;AsSs.SrSsS;RsAsS;srsRRSSrAs;rrSSrD;SRArSRsS;SSss;rSSrrR;rASAs;rrRR;rSSDSrrsrssA.ssDSS;rsAArS;sRRRsSSs;SsSA;SAss;sssA;rSrSrssS;ssAA;SSrRRSAS;ssSs;ArRRSSSS;SsrSRS;S/sA/rS/rs/ss/AR/s.ARSAS;rSSsA;RAsss;SRSsS;Asss;rrrSsSDSsS;rsSss;rRsSrSRsRR;SRARRr;DRSSRSrR,6-3 6-4 6(5)-7 6-4,1,R16,,02:57:35,,,,SLO,MON,,
2017-02-04,0:41:13,World Group,Singles,Davis Cup,,Henri Laaksonen,John Isner,0,sSSRDS;AsRRSS;sSDRSA;SArSRS;SArSS;SrASS;RSSsRRSS;rRrSAAsRss;SSSs;SRrrr.sDSSA;SSRSS;SSSS;ArrSAS;DRSrSR;sSSA;RrRsD;rsSrrAARSRAA.RRSrR;ArSrSRSrRARsSrrAsS;sSrRSS;ssSA;rSrDASRSRR;SSAA;sSss;ASss.RSrDSsss;sRSSA;SRSDSS;srAsRRArrsARSs;RsSSA;RsARSS;SSrSA;sARsRA;SsrRSs;rssSA;sRSSA;rrSssrARSS;R/SS/Rr/RS/D,4-6 6-2 6-2 7-6(1),1,R16,,02:44:03,,,,SUI,USA,,
2017-02-04,2:09:34,Davis Cup Double Matches,Singles,Davis Cup,,Groth S / Peers J,Satral J / Vesely J,0,sSSs;SsSDS;sDSsS;rSRRR;SRSDDr;SsRsRDSS;SSrRsS;DsRSrArr;SSSS.rrrSsr;rSssrrSA;SSSS;SSss;RRrSSR;rRSAAs;rSRSSRSA;ASAs.rRrR;ASAs;rrsRSr;sAsS;SsrSDRRSrSrSRSSS;AsSs;sSSRRDss;AAss,6-3 6-2 6-2,1,R16,,01:29:43,,,,AUS,CZE,,
2017-02-04,5:10:37,World Group,Singles,Davis Cup,,Herbert P-H / Mahut N,Sugita Y / Uchiyama Y,1,SASs;SSSs;SsSS;RSSsS;SDRDSsSDSs;RRSSRD;rSsRrSSRSS;ASAS;DDssRsSS.AsrrSS;SSsS;SRrSSS;rrrSSARSsA;RSrSSS;sAsRA;SASS;RSrsSS;sRrSDR;SrSRSs.RSsSS;sARSS;SSSS;SSSRDS;SRRrr;ssss;RRDSr;RrDR;SrSRSS;sSsA,3-6 4-6 4-6,1,R16,,01:45:39,,,,FRA,JPN,,
2017-02-04,13:12:58,World Group,Singles,Davis Cup,,Bemelmans R / de Loore J,Zverev A / Zverev M,1,rsRSSA;RArRAR;SSSs;SSRrSS;RSRssS;sSss;SSSDS;SSss;SSSA.ArASs;sSDSA;sRRSRssS;SSAS;ASAS;sSRss;SRSrRR;rRSSsS;SSDSS;RrSrASrD;SSDSDS;SSSs;A/RS/RD/sR/rD/RS.SDsSrrSRSRSs;SSSrs;SSsS;SSSs;SsSS;DRRSSSss;RRRR;rDSSsA;RrSSSrrSSS;sRRSRSSS.SRSSrDsS;RRrsSARSrsSS;SsSS;sRRSSRSS;SrDRR;sDASS;SSrRrSSS;SSSS;ssSrS;rSRrSARsSS.SSSRS;SSSrS;SSSrs;rDASsRDSSS;SRSrRSSS;SRRRR;SSSS;RSSRSS;rSSsS,3-6 6(4)-7 6-4 6-4 3-6,1,R16,,03:13:31,,,,BEL,GER,,
2017-02-04,16:09:59,World Group,Singles,Davis Cup,,Berlocq C / Mayer L,Bolelli S / Fognini F,0,srSrRSsS;RSrSsrSS;rARSsS;RsrrSSSS;RDSSSS;SsSs;RrSsrsDSSS;sRRRR;SRsSS.sSSrS;SsSs;SrRrSSAs;RSSSS;RrSsRR;rRSSSRSS;srSSS;SSDsRS;DRsSSRSrRSRR.SrSSS;srSSRRSS;SsDDSS;RsSSS;SSDSRRSrRsSS;SSSS;SRsSrS;RRSSSS;DRrsSR;RrSSSS.SSDRSrSRSRRr;SRSSS;rSSSS;SSSrS;SRSsRDRr;rSRSSrSs;SsSA;sSDSS.RRSSSRSS;DRsRr;RsRrR;SSSs;SSRss;srSrSS;RSSAS;SRSRsrsRSS;SSRss;sSSS;SSSs;SSRRrSSS;s/SR/AS/DS/AR/Ss/Rr/rR/S,6-3 6-3 4-6 2-6 7-6(7),1,R16,,04:07:11,,,,ARG,ITA,,
2017-02-04,16:11:03,World Group,Singles,Davis Cup,,Draganja M / Mektic N,Lopez F / Lopez M,0,sRRsRD;DRRSr;ssSs;RSSSS;SsRrss;RSSrRD;rrrR;ssRSs;SSSs;SSSS;DARrr;RRSRr;R/DS/SS/SS/sS/sA/sr/S.sASs;SSSrS;SSRSS;SSSS;rSRSRR;AsRSrS;rSSRSS;RSrSrr;SrSAS;RSSARS;SSSS;rsSSS;D/sA/SA/SS/ss/rr/RR/rS/R.sSSS;SSRrSRSS;sDDSSA;RsSSs;rSSsA;sssS;SSSrs;SRSrSRSs;RRSRASsS;SSSS;SRSSS;RRSSRssS;r/Sr/SS/Ss/SS/sD/S.SASS;rSssS;DSSSRS;ASrDRSsRRr;SsrRSS;SDSSs;SSss;SrRRr.SDRsrD;SsARS;SRSrRSRSsrArSS;SRsSs;rSSSrS;SssS;sRRRSSsRSS;RsSRDsSA;sAsRS;RSSSA,6(6)-7 7-6(7) 7-6(5) 2-6 6-4,1,R16,,04:23:49,,,,CRO,ESP,,
2017-02-04,16:11:45,World Group,Singles,Davis Cup,,Kravchuk K / Kuznetsov A,Troicki V / Zimonjic N,0,rSrrsSRD;SSsrRrRSRsARsS;SSsRs;rRRR;SSSs;SSRRRsDsSS;rsRRSR;sSSS;rrDssr.sSSS;rsrSRR;SRSsrRSS;SSrRSs;rrRR;SASS;SRRrSsArsRrSSrRr;sASRrS;RrRSsSrSsRSS;SRRDAr;sssS;RsrASs;s/sr/Ss/sA/SS/r.RSrSsA;rSsSS;RrSSSS;SSAA;AsSDA;SSrSS;RrsSSS;RsRSsS;SRRRsr;RrrR;SRSSS;srSADs;S/Rs/SS/Ss/Ss/SA/S.sSRSS;RSrArSSA;SSSS;SSsS;RrSRSR;SRrRSARr;SDsSRS;SRArSs;SrSSrrSs;SRSrrr,6-3 7-6(3) 6(5)-7 6-4,1,R16,,03:08:38,,,,RUS,SRB,,
2017-02-04,21:11:41,World Group,Singles,Davis Cup,,Bossel A / Laaksonen H,Johnson S / Sock J,0,sRSrSs;RSsss;RsRsSRSS;rRSSSs;rSsSS;sSAS;SrsSRRSS;RSASs;SSARS;SsSA;SRsSRS;sSSA;A/Sr/RR/sS/Sr/s.RrRAssAS;RRRSR;SSSS;sSDSs;SSDRRSsS;rrRsSD;SRRrr;SsSS;RSSSs.RRsSSs;RSrASS;sRRSsS;RDsRsr;RrSSrSSs;SSSS;DSSRSRSs;sSsrS;DsSsRRSRrR;SARRss;RRsSSrrsSS;RSSsS;S/SA/SS/ss/sS/SS/R,7-6(3) 6-3 7-6(5),1,R16,,02:15:29,,,,SUI,USA,,
2017-02-04,16:10:40,Davis Cup Double Matches,Singles,Davis Cup,,Cid R / Hernandez-Fernandez J,Jarry N / Podlipnik-Castillo H,1,ssRRSs;SrsSrS;RRSSRR;SRSRSS;RsSRAs;sSss;RRSSSRrR;sSSs.SrSRrr;SrSrRR;SRrASS;SRSrSRSs;SSsS;ARSRSS;sSSRRRRR;SRSSRS;sSrrSS;SRSsS.RSSSS;SSSS;SSSs;SSSS;RRDSSr;RSSRSS;SRAsrS;rSRSSs;sRRsrR,2-6 4-6 3-6,1,QF,,01:40:27,,,,DOM,CHI,,
2017-02-04,11:09:41,Group I Europe/Africa,Singles,Davis Cup,,Copil M / Tecau H,Mirnyi M / Shyla Y,0,RrRAr;RRSSSRSrrSRr;ASSs;rSSRSS;SrSrRSRSSS;SSsS;sSSs;SSSRS;SRSsS;SrASrS;RSSsS;sRsSS;R/sS/SS/SS/Sr/S.SRSSRS;SSsS;ssSS;RSSsA;ASrSRs;ASSS;SASS;RSSRSS;SSSS;RSSrSrrSrR.RSRrSSsRSRSS;SRSDSS;SDRrAsSRRSSS;ARASS;SSRsS;SSSRRrSS;SSRRSRSrSs;RASAA;SSSS;SSRSRRSS;sSSA;DSSSS;A/SS/AS/Ss/Sr/Sr/R.RSsrAS;rSSrRSSRSrSRSRSs;ASRSs;SsrsRS;AAsRA;SRRsrSsA;SsSA;RsSSrS;RrRSsSsRRSRR;SsrSrS,7-6(3) 6-4 6(5)-7 6-4,1,R16,,03:17:11,,,,ROU,BLR,,
2017-02-04,14:08:04,Group I Europe/Africa,Singles,Davis Cup,,Kubot L / Matkowski M,Basic M / Brkic T,0,SRSrsrSs;SsrRsS;SssS;RSSSs;rRSSSA;sSss;SSSS;SSRRSs;SSSA;SRSSS;SSSS;SDsSs;A/Sr/ss/Ss/RA/sS/R.SsRSS;SrssDs;ArRSSA;RsRsSS;AASs;rDRSSASRAS;rsrSss;sSSS;rSSSRA;DSSSS;RssDSrAS;rSrSsS;S/As/rS/rR/sS/sA/S.SSSS;SSRrsRSRrr;sRSRRR;sSAA;SrrSSA;rrSrr;SRDDssSS;DSSSs;SrsSS.SrRrSsSRRr;SSRsA;sRSSA;SRSDSrSS;sSSRS;SsrSs;RrSRSsSS;SRSss;SsrDrASs;rRSrSSSrSDSs.sSsS;rRrr;SRSSS;SsSs;RSsRSS;sssS;srSrDSss;rrsSSs;SrSsS,7-6(5) 7-6(5) 3-6 4-6 6-3,1,R16,,03:50:18,,,,POL,BIH,,
2017-02-04,14:10:21,Group I Europe/Africa,Singles,Davis Cup,,Klizan M / Martin A,Balazs A / Fucsovics M,1,RRSRR;srSSS;SSSs;SRSss;SRSSDRRSSS;RSssRA;SSSs;SSAs;SrsRrSSRDR.SSrSRS;ASSS;RSRRD;SsSS;RsSrRsSS;SRSSS;RrRr;RsSRSS.SssS;SRARrsSS;SrSRsrRsSS;RRSSSS;RssSs;RSRRsR;sSRrRSArSS;RSsRSRRSRSSRSS;SsDSS.RSRsrsRSAS;SRSSs;RSSRSRRSRsRSSS;RsrsAS;AAAS;sssrS;sRSRSs;SSsS;SRASS;rSSsS;SSRRRr;rSRRsR;R/rS/SS/DS/Ss/SS/s.SrsSS;rRSRR;sSSS;sDRsrr;ARSAS;SRDRSSSRSS;RRRSSSSRrSSs,3-6 6-2 3-6 7-6(5) 1-6,1,QF,,03:22:18,,,,SVK,HUN,,
2017-02-04,16:12:44,Group I Europe/Africa,Singles,Davis Cup,,Erlich J / Sela D,Elias G / Sousa J,0,sRSSA;SsRRRsSRSrSRsS;sRSRRSSRSS;sSSs;SSSRrDRsSRSS;SSss;SRsrSs;sRSrSS;RSSsS;SrsrSs;RSDRr;SsSrs.SSRSRrSS;sRSSRS;RRsSSS;SSRrSRrr;rSrsss;SDsSRDRsSS;sSSrS;SSrRRsSrSS;RRrSSr;SRSSs;SRSSrs;SrRSsrsS;s/Ds/sR/rs/sA/Sr.SRrSArSS;RSSRRSSS;rSsSS;RsSSS;rsSrrSsS;SrsSS;SRARSRRr;RSSsrRSS;SSSrA;SSRDsS.RSRsrr;SARRsRsDrSSS;rSsRSS;SrRSRr;SssS;DDsrr;SSrSs;sRSDrSSrrD.SrRrSsrsSs;sSSS;SSsS;sRsSS;SSRSs;RsRrSASDSS;SSSRS;SRSsRS;SSSS;RRSSSrRR,7-5 6(4)-7 4-6 6-2 6-4,1,R16,,04:12:17,,,,ISR,POR,,
2017-02-04,18:12:51,Group II Americas,Singles,Davis Cup,,Patino L / Sanchez Montemayor M,Diaz-Figueroa C / Gonzalez W,0,DrSSSS;rSSrSS;RSrSSs;SrsSRs;sRssS;SSSS;RRsRR;SRRSsrsS;SSDrRsDSsDSrsA;sSSDRrSS.RRrr;SSSs;rsrSSA;rSRSSS;sARRSs;DSRSrD;SrSsrrSS;RSSSS;rSrrSsSS;SDrDr.RSARrsRr;SsrSrRAS;rSSsS;rRsrssRSAS;sDRSSS;ssRSRS;ssSDS;DsSss;SRRSsS;SSRSS.SSsDS;DRSSrR;sSSrRS;SSSrs;rsrSSrsDSS;DSSSrS;SrrRsR;srSRrSSrrR;SrSSrrrSSS.RrSAsS;SRRsSs;SRRSRsSS;SRArsRSRSs;srrrsR;SDDRSSSS;sRRRSSrSsS;RsSrSRRSRR;sSRSS;RSRDr,6-4 4-6 6-4 3-6 6-4,1,QF,,03:44:26,,,,MEX,GUA,,
2017-02-04,21:45:22,Group II Americas,Singles,Davis Cup,,Britez B / Zatar A,King D / Lewis H,1,RSSSA;rRSSSS;rRSRsASRSS;DsSSS;RSRSRSAS;ssAS;SSRrRr;ASADRS;sSSRA;SDRSSS.RRrR;rRSSss;sSss;SRDrSSSS;SsSRS;RRSrAR;SSsRS;sRSSS;sRSSRRRD;SRArAS.RsRSSRSS;RSSRRsRR;RRRSR;ssss;RSSSrrSRADARRsRsSS;SrssRRRr;RSrRR;SSAA;rrSSsRSS;RSSSS;ASRsS;SRSSS;S/Sr/rr/rS/sR/RS/r,4-6 4-6 6(5)-7,1,QF,,02:28:02,,,,PAR,BAR,,
2017-02-04,10:11:21,Group II Asia/Oceania,Singles,Davis Cup,,Alawadhi A / Mubarak A,Ratiwatana Sa / Ratiwatana So,1,SRDrD;SRsSDS;SsSDRS;ADSsS;SsRRRSsRSRrR;SSsRS;SsSS;SssA.SRRSRr;SsDSS;RsSRSDSrRR;srDSsS;RSRRr;SSrSS.SsRSRS;SssS;RSSss;ssSS;DRSSRR;sSsS;SRsSs;SSSS;RrSRR,2-6 0-6 3-6,1,QF,,01:13:41,,,,KUW,THA,,
2017-02-04,11:09:48,Group II Europe/Africa,Singles,Davis Cup,,Celikbilek A / Ilkel C,Chrysochos P / Neos E,0,sRSsRrrr;RrDSR;DSsSS;ASSS;sSrRAS;SSSRs;ssSS;SRrrSR;RsrRASAS.ssSS;SSRsrs;RsrRR;RSSsS;RSSsrS;DrRR;DrSSss;SSSS;ArRSsS;SsrrSS;rRSsSRrsRArsRR;SSSrS.SRSrRAsS;SRSSrS;RSDRsSRsDSRR;RSRSSS;rSSRrssS;srSSs;RSSsS;RSSRRD;rSSSs;rrsssS;rrsSSS;ARRSSS;S/RD/sD/SR/sr/r.RRSSsrSA;srsSs;SRRRsR;rSSSs;SSrSs;sSSrRS;SSSRS;RDSSSs;rSSrRSSS;RSSRSs.rrsSrR;SRsAS;RsSSs;AssS;DRSrR;SSSS;DRSRSR,3-6 5-7 7-6(3) 6-4 6-1,1,R16,,03:06:33,,,,TUR,CYP,,
2017-02-04,11:09:39,Group II Europe/Africa,Singles,Davis Cup,,Raisma K / Siimar M,Klaasen R / Roelofse R,0,sRSSS;SSAS;srSSRRSA;SADrAA;AsSs;SRSSs;SrrRssDSSRsS;sSss;SsSDs;SSAS;SSsDS;srsAs;S/Rs/sS/SS/As/SR.sSSs;RssRRSsRRR;rSSSs;SRsRsA;SSDSrA;DSSrss;sRrssS;SDsRsA;sASDS.SrrrSSSs;SSRSS;SsRsS;ASsrS;SRsSRs;RAASs;SssRS;ArsSRA;SSrRsRRSRsRR;ASrRSs.SsRSs;RDSsss;SRSsA;SAsA;rRSSSA;AASs;RrRAsSsS;RsRsRSAA;RsRRSSSRRssS;RSDSARSs;RrSRR;SssS,6(4)-7 6-3 6-4 7-5,1,R16,,02:28:50,,,,EST,RSA,,
2017-02-04,12:49:28,Group II Europe/Africa,Singles,Davis Cup,,Brunstrom J / Siljestrom A,Ghorbel A / Jaziri M,1,SSSs;RSssS;DRSDD;DRRR;SsSS;RrrD;sRRRSSSS;SrASS;rSRsSS.rsDSrASrrSsA;sSss;rArDSASS;RRsRsr;RrrSR;ARSRSS;SrsRSA;SDDSrSSRSS;SssRRRSs;SDsSRS;SsRsRrrD;SrSrss.rsSSS;rRSSSRSS;SSSs;RSRRSssA;sSDsS;RRsSSA;SSSS;Rrssss;SsrsS;SRSss;SSrSS;rRssrSrsSRSS;S/Sr/Ss/sS/rR/AS,3-6 5-7 6(4)-7,1,R16,,02:37:17,,,,SWE,TUN,,
2017-02-04,13:13:35,Group II Europe/Africa,Singles,Davis Cup,,El Amrani R / Idmbarek Y,Kromann T / Nielsen F,0,RsrSSs;SSRrsA;RRDR;SSAS;SSSs;DASSs;RrSSRR;SADSrS.SRDSSS;sRSSRrSs;SRSrSRSS;sSSS;SrRrsr;sSSs;sSSS;DAsAS;ssSs;SSRsrrSS.RRSRSSSRSRSRRR;SSSS;ssrDRSSRDSDSRsSDsrsRrr;RSrSRSss;SSRSs;rRSSSA;RSRSRSrsSS;sSSDRRRSSRSS,6-2 6-4 6-2,1,R16,,01:39:25,,,,MAR,DEN,,
2017-02-04,13:07:27,Group II Europe/Africa,Singles,Davis Cup,,Durasovic V / Ruud C,Libietis M / Podzus M,1,sSSs;ssSA;SSSS;SsSS;SSSRs;RSSSS;SDRsSS;RSsRRR;SSSS.RSrDSsss;RSsSS;SSrsrS;rrSsSs;RSSsS;SRRRR;sSSRS;SSsrA;rSrSRr;rsRrSSSS;rsRsRARASA;RRSsSRSrRsss;r/SS/DS/sS/Sr.srSSRRRr;SRASRRrssRrR;SSSS;rSSSS;SSsS;SSsS;RRrSR;SArAS;RRSSsS;srRSsrArSrRR;SRSSs;RSRsAS;R/sR/DS/rS/ss/SS/R.SSRRrr;SSsS;SRASA;rSSSS;rSRrr;SDSSs;rSSSS;SSSDRRRssrsS,3-6 6(2)-7 7-6(5) 2-6,1,R16,,02:39:56,,,,NOR,LAT,,
2017-02-04,15:05:23,Davis Cup Double Matches,Singles,Davis Cup,,Rakotohasy J-J / Rakotondramanga A,Babelis T / Grigelis L,0,SrSRSS;SSAS;sDrDR;SRRSSS;SARSS;rSsSrRSs;RrSrSR;SSSrs.RssSs;AssS;ARRSSRSs;SssS;RrsARR;rSSRSrRsSS;RSssS;SRSrSrsrsRSs;sSSRS;SSSS.rRSsRSSrrsAs;SrSSRS;SSSRRrRsSrDSSrsrSS;rSrrsSSRsS;SSrrRSSRrR;SSSs;SSss;SSSs;SSAS;SrRSSS,6-2 6-4 6-4,1,R16,,01:43:03,,,,MAD,LTU,,
2017-02-04,15:13:20,Group II Europe/Africa,Singles,Davis Cup,,Arneodo R / Balleret B,Kavcic B / Zemlja G,1,rRRSsASS;SSss;SSRDSS;SrrsSS;RSSSS;rRsrsSrr;SRSRSs;rrSADD.SSSA;DDASsS;sARSS;RsrRSsSrRASs;SSsS;SSAS;RSSSS;RrSSSS;SsRAs;DrSrr.SrsSS;SrASA;SASS;RSrRR;SRSsS;SsSRRS;SrSSRs;DrsrSssS;RSRSSs,2-6 4-6 3-6,1,R16,,01:37:38,,,,MON,SLO,,
2017-02-05,16:12:28,Davis Cup Single Matches,Singles,Davis Cup,,Justin Lunn,Ricardo Rodriguez-Pace,0,RsrArr;DrSSSS;RsSrrSrsrr;SsSS;RrrR;RsrRSsSS.SSrSrs;SSSs;RSSRRr;AssRRs;SsSS;sSAs;SRrSSrSDRsrR;RSrsSS,6-0 6-2,1,QF,,01:06:41,,,,BAH,VEN,,
2017-02-05,17:53:10,Davis Cup Single Matches,Singles,Davis Cup,,Jordi Munoz-Abreu,Philip Wilbert Major,0,Ssss;SSSS;SSsS;rrSSrSrsSRSS;rRDssSSS;RSsSrrss;SsRSRS;SDrAAS;sDSRDSSS;rARSSRAS;SrSRsS;ssrAS;R/sS/ss/SR/SS/sS/SR/DS/SR/S.rrrSR;RSsRsS;ssSS;DSrSARrr;rrRR;DSRrssSS;SSSRRs;SsRrRr;RRRr;SRSSS.SsrsRS;SSSRS;rsSRRr;SssDRS;rrSSsS;SrRSsS;sRsSDS;ssSRDS;RRSSRSSrRSRSArRR,6(8)-7 6-4 6-3,1,QF,,02:48:44,,,,VEN,BAH,,
2017-02-05,1:07:09,World Group,Singles,Davis Cup,,Sam Groth,Jiri Vesely,1,DrSsSs;SRRASA;srAAS;rsASS;AADSrS;rrssADAs;rSADSA;RDsDr;rSRSrSrSSS.SsRrRAsrARARSRSS;ASSA;rSSsS;RRsAsrsS;SsSDrS;sSss;SsRRRR;SSsA;RSSSA;sRRDD;SSsDs;SrrsRR.sSsS;sARsDrSs;SSSS;rSSSs;SSSs;sSsDA;RsSSrS;DSRrR;SSSS,6-3 5-7 3-6,1,R16,,01:46:43,,,,AUS,CZE,,
2017-02-05,3:27:39,World Group,Singles,Davis Cup,,Jan Satral,Jordan Thompson,0,SRSSDRAs;sDRSsA;sAsDrS;SrSSDs;SASrS;SRRDsR;srrrR;SSAS;DSASrRss;rSSrsS;rsSrSDSS;RSSAs;R/SA/Ss/sS/Sr/rr/D.sASRS;SrrSrSsrrsRr;RSSrSS;SSSrs;RRrSR;srrRSR;ArAAS;SsRrrD,7-6(5) 6-2,1,R16,,01:30:34,,,,CZE,AUS,,
2017-02-05,5:09:41,World Group,Singles,Davis Cup,,Pierre Hugues Herbert,Yasutaka Uchiyama,0,RSsSA;SssS;ArSDSS;SssA;SASs;SSSRRA;SrRRsr;sSsRS;ssrsS;sSsS.rRASSs;ArRSSs;rSrRr;ssSS;Srrsss;RSASS;SRrSSS;sssDS;RSAss;RSsSA,6-4 6-4,1,R16,,01:00:42,,,,FRA,JPN,,
2017-02-05,13:10:26,World Group,Singles,Davis Cup,,Steve Darcis,Alexander Zverev,1,RRSrsr;SrSsA;ASSrRrRR;RAsRRSSA;SsSRS;RrsSRSSA;sRSsS;SASA.DSRRD;AsSrs;sSSRS;AsADDrsrSS;RrsASRss;rSRsSs;RSRSAs;sRDSRr;RASSS;rRsrR.sSss;sDSrSS;SSSrS;srSss;ArRSSRsRsRRSSS;SSSS;srsRrR;rDrAsR;srRSSS;rsRSrr.rRSsSS;sARSRA;SRSsrs;rSArSs;sSsA;SRSRAs;RsSSs;ASAs;rsSsRs;SSsRs;sSss;AARSS;s/SA/sA/SA/SS/DS/rS/As/sS/R,6-2 4-6 4-6 6(8)-7,1,R16,,03:02:11,,,,BEL,GER,,
2017-02-05,15:08:51,World Group,Singles,Davis Cup,,Roberto Bautista-Agut,Franko Skugor,1,SRrSSRsS;RrsSRr;SSrSs;SsSs;SrSSs;srSrRr;RSRssS.sRssRs;SrRSSRSS;sRRrSSRSss;SSSS;RSssrS;AsSs;ArSDSS;RSrSSrARsS;RSSsRRSrsrSS;SsRSS;SRSRrSSRrSSS;SSAs;R/rR/SA/Ss/AS/sr.SsrSS;SSSRS;rASsS;RrrSR;sSDss;RsSsS;ssSs;ssSS;SSsS.AsARs;DSSsS;SRsRss;SrRSRASS;SsSS;SssDs;RsRARSSDsRDR;SrSSs;AssDrS;RRRSR;SSARS;SsRRSS;R/RR/rS/sS/sr/rS/Sr/S,1-6 7-6(4) 3-6 6(6)-7,1,R16,,03:19:07,,,,ESP,CRO,,
2017-02-05,18:10:38,World Group,Singles,Davis Cup,,Vasek Pospisil,Daniel Evans,0,rAsSA;srSSRS;srrsrr;SSSS;RRsrsSSRsrSs;SrrsDR;SAss;RSRssRSs;ASAA;SSAs;ASsS;SsAs;A/SR/RA/RS/sS/R.SsSrs;SSDAS;SrRrSR;sRRSRR;rRSRSr;RrSSSS;SRSrAs;rrASAS;ArsSs;RrSrSAAS.SrSrSRSrSA;Rrssss;rrrr;rSrsDArASS;rSsrsRSS;SRSRrD;SSRsS;rSSrSRSrRr;RSrSsS.SsRRrr;SrsSrS;srrrAAAA;SSSrrrSRSS;ArrSSDSs;rSSrRSRR;rsSSS;rsRSDSRsss;SASrRrRSsS;RSASS;ASAA;RrSSSrsrSS;s/Ss/SR/sr/SS/rA/S,7-6(3) 6-4 3-6 7-6(5),1,R16,,03:23:16,,,,CAN,GBR,,
2017-02-05,18:08:35,World Group,Singles,Davis Cup,,Sam Querrey,Adrien Bossel,0,AsDsS;RRrR;sSRAs;SRrrSADSSS;SArAS;RsSSS;SsAS;rsrsSRSS;SrAsA.DsssA;DAARSS;rsrrsSrSsS;ssAA;SSrRSs;SRsAA;RSSSRRSs;ssArDA;srSSrrsS;SSsDRrSS;SSRrrR;RsRAsSss,6-3 7-5,1,R16,,01:12:14,,,,USA,SUI,,
